id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,statut,address,tel,fax
40-010,المركز المتقدم خنشلة,المركز المتقدم خنشلة,40,4001,Khenchela,35.434299,7.15086,exact,dgpc_map,dgpc,"{""dgpc"":""472"",""dgpc_wilaya"":""40""}",POSTE AVANCE,"AVENUE DU 01er NOVEMBRE, KHENCHELA",032701548,032701548
40-011,مديرية الحماية المدنية خنشلة,مديرية الحماية المدنية خنشلة,40,4001,Khenchela,35.4207,7.14389,exact,dgpc_map,dgpc,"{""dgpc"":""473"",""dgpc_wilaya"":""40""}",SIEGE DE DIRECTION WILAYA,"CITE ADMINISTRATIVE ROUTE BABAR, KHENCHELA",032729902,032729907
40-012,الوحدة الثانوية الحامة,الوحدة الثانوية الحامة,40,4005,El Hamma,35.458302,7.0975,exact,dgpc_map,dgpc,"{""dgpc"":""782"",""dgpc_wilaya"":""40""}",UNITE SECONDAIRE,"RN88 ENTREE EL HAMMA, EL HAMMA",032731518,032731518
40-013,المركز المتقدم الولجة(ليس في الخدمة),المركز المتقدم الولجة(ليس في الخدمة),40,4009,El Oueldja,34.920601,6.68667,exact,dgpc_map,dgpc,"{""dgpc"":""802"",""dgpc_wilaya"":""40""}",POSTE AVANCE,"CITE EL NAKHIL, EL OUELDJA",/,/
40-014,الوحدة الثانوية بابار(ليست في الخدمة),الوحدة الثانوية بابار(ليست في الخدمة),40,4013,Babar,34.504398,6.97444,exact,dgpc_map,dgpc,"{""dgpc"":""854"",""dgpc_wilaya"":""40""}",UNITE SECONDAIRE,"ZONE LABRAG EL MAITA, BABAR",/,/
41-001,الوحدة الثانوية سدراتة,الوحدة الثانوية سدراتة,41,4102,Sedrata,36.114899,7.52617,exact,dgpc_map,dgpc,"{""dgpc"":""299"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RN80 VERS AIN BEIDA-SEDRATA, SEDRATA",037872398,037872267
41-002,الوحدة الثانوية بئر بوحوش,الوحدة الثانوية بئر بوحوش,41,4114,Bir Bouhouche,36.008701,7.42472,exact,dgpc_map,dgpc,"{""dgpc"":""300"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RUE CH-ZEROUAL TAHER, BIR BOU HAOUCH",037860001/02,037860004
41-003,الوحدة الثانوية أم العظايم,الوحدة الثانوية أم العظايم,41,4116,Oum El Adhaim,36.025002,7.60538,exact,dgpc_map,dgpc,"{""dgpc"":""301"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"CITE NOUVEAU POLE OUM EL ADHAIM, OUM EL ADHAIM",037833257/58,037833446
41-004,الوحدة الثانوية مداوروش,الوحدة الثانوية مداوروش,41,4115,M'daourouche,36.073101,7.81444,exact,dgpc_map,dgpc,"{""dgpc"":""302"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RN81A VERS SEDRATA-MDAOUROUCHE, MDAOUROUCHE",037831002/66,037831004
41-005,الوحدة الثانوية تاورة,الوحدة الثانوية تاورة,41,4108,Taoura,36.166698,8.03972,exact,dgpc_map,dgpc,"{""dgpc"":""303"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RN16B CITE EL FELLAH, TAOURA",037781326,037781330
41-006,الوحدة الثانوية المراهنة,الوحدة الثانوية المراهنة,41,4112,Merahna,36.193501,8.1514,exact,dgpc_map,dgpc,"{""dgpc"":""304"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"CITE BTAITIA OTHMANE, MERAHNA",037804638/39,037804601
41-007,وحدة القطاع سيدي فرج,وحدة القطاع سيدي فرج,41,4118,Sidi Fredj,36.152199,8.1989,exact,dgpc_map,dgpc,"{""dgpc"":""305"",""dgpc_wilaya"":""41""}",UNITE DE SECTEUR,"CITE ABDAOUI AMAR AVENUE ROCKY KHALED, SIDI FREDJ",037899262,037899260
41-008,الوحدة الثانوية الحدادة,الوحدة الثانوية الحدادة,41,4110,Haddada,36.229,8.33413,exact,dgpc_map,dgpc,"{""dgpc"":""306"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"CITE NOUVEAU POLE 150LOGEMENTS, HADDADA",037808139/40,037808138
41-009,المركز المتقدم سوق أهراس01,المركز المتقدم سوق أهراس01,41,4101,Souk Ahras,36.2719,7.93917,exact,dgpc_map,dgpc,"{""dgpc"":""307"",""dgpc_wilaya"":""41""}",POSTE AVANCE,"RN16 CITE ANCIENNE STATION D'AVION, SOUK AHRAS",037730403,037730404
41-010,مديرية الحماية المدنية سوق أهراس,مديرية الحماية المدنية سوق أهراس,41,4101,Souk Ahras,36.279499,7.95931,exact,dgpc_map,dgpc,"{""dgpc"":""308"",""dgpc_wilaya"":""41""}",SIEGE DE DIRECTION WILAYA,"CITE OKBA IBN NAFAA, SOUK AHRASS",037740008/15,037740017
41-011,الوحدة الثانوية عين سينور_المشروحة,الوحدة الثانوية عين سينور_المشروحة,41,4104,Machroha,36.3242,7.87245,exact,dgpc_map,dgpc,"{""dgpc"":""309"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RUE NESAIBIA VERS RN16 AIN SINOUR-MECHROHA, MECHROHA",037850455,037850492
41-012,الوحدة الرئيسية سوق أهراس,الوحدة الرئيسية سوق أهراس,41,4101,Souk Ahras,36.303101,7.93507,exact,dgpc_map,dgpc,"{""dgpc"":""310"",""dgpc_wilaya"":""41""}",UNITE PRINCIPALE,"CITE MCHENTEL MOHAMED SALEH, SOUK AHRAS",037762154,037762159
41-013,الوحدة الثانوية أولاد إدريس,الوحدة الثانوية أولاد إدريس,41,4105,Ouled Driss,36.348099,8.00917,exact,dgpc_map,dgpc,"{""dgpc"":""635"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RN20 MECHTAT YAKOUB02, OULED DRISS",037893129,037893156
41-014,المركز المثقدم سوق أهراس02,المركز المثقدم سوق أهراس02,41,4101,Souk Ahras,36.288399,7.99018,exact,dgpc_map,dgpc,"{""dgpc"":""660"",""dgpc_wilaya"":""41""}",POSTE AVANCE,"CITE BARAL SALEH, SOUK AHRAS",037756537,037756538
41-015,(الوحدة الثانوية تاورة(ليست في الخدمة,(الوحدة الثانوية تاورة(ليست في الخدمة,41,4108,Taoura,36.166401,8.03361,exact,dgpc_map,dgpc,"{""dgpc"":""807"",""dgpc_wilaya"":""41""}",UNITE SECONDAIRE,"RN16B CITE NOUVELLE VILLE TAOURA, TAOURA",/,/
42-001,الوحدة الثانوية دواودة,الوحدة الثانوية دواودة,42,4204,Douaouda,36.680801,2.77087,exact,dgpc_map,dgpc,"{""dgpc"":""101"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN11 DOUAOUDA MARINE, DOUAOUDA",024307210/11,024307212
42-002,الوحدة الثانوية بوإسماعيل,الوحدة الثانوية بوإسماعيل,42,4226,Bou Ismail,36.640099,2.68487,exact,dgpc_map,dgpc,"{""dgpc"":""102"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN11 ENTREE OUEST BOU ISMAIL, BOU ISMAIL",024321627,024321627
42-003,وحدة القطاع عين تاقوريت,وحدة القطاع عين تاقوريت,42,4209,Bou Haroun,36.607399,2.62087,exact,dgpc_map,dgpc,"{""dgpc"":""103"",""dgpc_wilaya"":""42""}",UNITE DE SECTEUR,"RN11 ENTREE EST AIN TAGOURAIT, AIN TAGOURAIT",024329306,024329306
42-004,الوحدة الرئيسية تيبازة,الوحدة الرئيسية تيبازة,42,4201,Tipaza,36.584499,2.47263,exact,dgpc_map,dgpc,"{""dgpc"":""104"",""dgpc_wilaya"":""42""}",UNITE PRINCIPALE,"PLAN DE DEVELOPPEMENT URBAIN POS AU3 ENTREE EST TIPAZA, TIPAZA",024371149,024371149
42-005,المركز المتقدم شرشال,المركز المتقدم شرشال,42,4222,Cherchell,36.596802,2.24821,exact,dgpc_map,dgpc,"{""dgpc"":""105"",""dgpc_wilaya"":""42""}",POSTE AVANCE,"RN11 ENTREE EST OUED EL BELLAA CHERCHELL, CHERCHELL",024333510,024333510
42-006,الوحدة البحرية شرشال,الوحدة البحرية شرشال,42,4222,Cherchell,36.609402,2.1924,exact,dgpc_map,dgpc,"{""dgpc"":""106"",""dgpc_wilaya"":""42""}",UNITE MARINE,"ROUTE DU PORT CHERCHELL, CHERCHELL",024349132,024349132
42-007,الوحدة الثانوية شرشال,الوحدة الثانوية شرشال,42,4222,Cherchell,36.5984,2.17072,exact,dgpc_map,dgpc,"{""dgpc"":""107"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN11 ENTREE OUEST CHERCHELL, CHERCHELL",024438666,024330540
42-008,المركز المتقدم حجوط,المركز المتقدم حجوط,42,4212,Hadjout,36.511002,2.41848,exact,dgpc_map,dgpc,"{""dgpc"":""108"",""dgpc_wilaya"":""42""}",POSTE AVANCE,"RUE AOUDJOUAR MOHAMED HADJOUT, HADJOUT",024543274,024543274
42-009,المركز المتقدم تيبازة,المركز المتقدم تيبازة,42,4201,Tipaza,36.59,2.44163,approximate,dgpc_map,dgpc,"{""dgpc"":""390"",""dgpc_wilaya"":""42""}",POSTE AVANCE,"RUE MOHAMED AYOUNA CENTRE VILLE TIPAZA, TIPAZA",024377341,024377341
42-010,مديرية الحماية المدنية تيبازة,مديرية الحماية المدنية تيبازة,42,4201,Tipaza,36.584301,2.47316,exact,dgpc_map,dgpc,"{""dgpc"":""391"",""dgpc_wilaya"":""42""}",SIEGE DE DIRECTION WILAYA,"EN FACE LA GARE ROUTIERE DE TIPAZA, TIPAZA",024371078,024371073
42-011,الوحدة الثانوية سيدي عمر,الوحدة الثانوية سيدي عمر,42,4213,Sidi-Amar,36.540298,2.30525,exact,dgpc_map,dgpc,"{""dgpc"":""392"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"ROND-POINT MENACEUR-HADJOUT ENTREE CENTRE VILLE SIDI AMAR, SIDI AMAR",024334591,024334591
42-012,الوحدة الثانوية قوراية,الوحدة الثانوية قوراية,42,4202,Gouraya,36.5737,1.91194,exact,dgpc_map,dgpc,"{""dgpc"":""393"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN11 ENTREE EST GOURAYA, GOURAYA",024341430,024341430
42-013,الوحدة الثانوية الداموس,الوحدة الثانوية الداموس,42,4223,Damous,36.552502,1.71338,exact,dgpc_map,dgpc,"{""dgpc"":""394"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN11 ENTREE EST DAMOUS, DAMOUS",024213413,024213413
42-014,الوحدة الثانوية حجوط,الوحدة الثانوية حجوط,42,4212,Hadjout,36.501202,2.41926,exact,dgpc_map,dgpc,"{""dgpc"":""395"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN42A ENTREE SUD HADJOUT, HADJOUT",024543274,024543274
42-015,الوحدة الثانوية أحمر العين,الوحدة الثانوية أحمر العين,42,4227,Ahmer El Ain,36.478001,2.5606,exact,dgpc_map,dgpc,"{""dgpc"":""396"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"RN42 ENTREE OUEST AHMER EL AIN, AHMER EL AIN",024559730,024559730
42-016,وحدة القطاع الحطاطبة,وحدة القطاع الحطاطبة,42,4236,Attatba,36.57,2.66892,approximate,dgpc_map,dgpc,"{""dgpc"":""397"",""dgpc_wilaya"":""42""}",UNITE DE SECTEUR,"RN67 ENTREE OUEST HATTATBA, HATTATBA",024386666,024386666
42-017,الوحدة الثانوية القليعة,الوحدة الثانوية القليعة,42,4235,Kolea,36.644199,2.77672,exact,dgpc_map,dgpc,"{""dgpc"":""400"",""dgpc_wilaya"":""42""}",UNITE SECONDAIRE,"CENTRE VILLE KOLEA ROUTE ALGER , KOLEA",024360166,024360166
42-018,وحدة القطاع حجرة النص,وحدة القطاع حجرة النص,42,4242,Hadjret Ennous,36.573101,2.05595,exact,dgpc_map,dgpc,"{""dgpc"":""636"",""dgpc_wilaya"":""42""}",UNITE DE SECTEUR,"RN11 ENTREE EST HADJRET NOUSS, HADJERET ENNOUS",024350598,024350598
42-019,المركز المتقدم شنوة_تيبازة,المركز المتقدم شنوة_تيبازة,42,4201,Tipaza,36.604599,2.40719,exact,dgpc_map,dgpc,"{""dgpc"":""662"",""dgpc_wilaya"":""42""}",POSTE AVANCE,"CHENOUA PLAGE, TIPAZA",024592206,024592206
42-020,وحدة القطاع مسلمون,وحدة القطاع مسلمون,42,4233,Messelmoun,36.562199,2.00611,exact,dgpc_map,dgpc,"{""dgpc"":""757"",""dgpc_wilaya"":""42""}",UNITE DE SECTEUR,"RN11 ENTREE EST MESSELMOUN RUE CH-BOUABDALLAH MOHAMED BEN AHMED MESSELMOUN, MESSELMOUN",024345393,024345480
42-021,المركز المتقدم االقليعة,المركز المتقدم االقليعة,42,4235,Kolea,36.640598,2.7525,exact,dgpc_map,dgpc,"{""dgpc"":""758"",""dgpc_wilaya"":""42""}",POSTE AVANCE,"CITE KERKOUBA CENTRE VILLE KOLEA, KOLEA",024384816,024383618
42-022,وحدة القطاع أغبال,وحدة القطاع أغبال,42,4210,Aghbal,36.502602,1.8455,exact,dgpc_map,dgpc,"{""dgpc"":""761"",""dgpc_wilaya"":""42""}",UNITE DE SECTEUR,"CENTRE VILLE AGHBAL, AGHBAL",024213816,024213816
43-001,الوحدة الثانوية تلاغمة,الوحدة الثانوية تلاغمة,43,4306,Teleghma,36.1171,6.35477,exact,dgpc_map,dgpc,"{""dgpc"":""109"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"RUE BOUTRA RABIEA CENTRE VILLE TELAGHMA, TELAGHMA",031422576,031422575
43-002,الوحدة الثانوية وادى النجاء,الوحدة الثانوية وادى النجاء,43,4310,Oued Endja,36.431301,6.11913,exact,dgpc_map,dgpc,"{""dgpc"":""110"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"ZONE D'ACTIVITE COMMERCIALE CENTRE VILLE OUED ENDJA, OUED ENDJA",031456518,031455875
43-003,الوحدة الثانوية شلغوم العيد,الوحدة الثانوية شلغوم العيد,43,4303,Chelghoum Laid,36.152599,6.14476,exact,dgpc_map,dgpc,"{""dgpc"":""111"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"RN05, CHELGHOUM LAID",031416973,031416972
43-004,وحدة القطاع وادي العثمانية,وحدة القطاع وادي العثمانية,43,4304,Oued Athmenia,36.249199,6.28294,exact,dgpc_map,dgpc,"{""dgpc"":""112"",""dgpc_wilaya"":""43""}",UNITE DE SECTEUR,"RUE BEN HAFEDH HAMMOU, OUED ATHMANIA",031421383,031421381
43-005,وحدة القطاع المشيرة,وحدة القطاع المشيرة,43,4326,El Mechira,36.016899,6.23133,exact,dgpc_map,dgpc,"{""dgpc"":""113"",""dgpc_wilaya"":""43""}",UNITE DE SECTEUR,"CW48 CENTRE VILLE EL MECHIRA, EL MECHIRA",031418132,031418133
43-006,الوحدة الثانوية تاجنانت,الوحدة الثانوية تاجنانت,43,4308,Tadjenanet,36.122898,5.97832,exact,dgpc_map,dgpc,"{""dgpc"":""114"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"RN05, TADJENANET",031403714,031403715
43-007,الوحدة الثانوية فرجيوة,الوحدة الثانوية فرجيوة,43,4302,Ferdjioua,36.4123,5.95034,exact,dgpc_map,dgpc,"{""dgpc"":""115"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"CENTRE VILLE FERDJIOUA, FERDJIOUA",031495009,031495008
43-008,الوحدة الثانوية تسدان حدادة,الوحدة الثانوية تسدان حدادة,43,4319,Tassadane Haddada,36.507099,5.85146,exact,dgpc_map,dgpc,"{""dgpc"":""116"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"BENI HASSEN CENTRE VILLE TASSADANE HADAADA, TASSADANE HADAADA",031493129,031493128
43-009,الوحدة الثانوية قرارم قوقة,الوحدة الثانوية قرارم قوقة,43,4317,Grarem Gouga,36.5116,6.32296,exact,dgpc_map,dgpc,"{""dgpc"":""117"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"RN27 CITE LES FRERES NEDJAR, GRAREM GOUGA",031445471,031445470
43-010,مديرية الحماية المدنية ميلة,مديرية الحماية المدنية ميلة,43,4301,Mila,36.4487,6.25789,exact,dgpc_map,dgpc,"{""dgpc"":""118"",""dgpc_wilaya"":""43""}",SIEGE DE DIRECTION WILAYA,"RUE BEN MAAMAR, MILA",031477031,031477021
43-011,الوحدة الرئيسية ميلة,الوحدة الرئيسية ميلة,43,4301,Mila,36.4482,6.25763,exact,dgpc_map,dgpc,"{""dgpc"":""119"",""dgpc_wilaya"":""43""}",UNITE PRINCIPALE,"LOTISSEMENT BEN MAAMAR, MILA",031477006,031477012
43-012,مركز إسعاف الطرقات تاجنانت,مركز إسعاف الطرقات تاجنانت,43,4308,Tadjenanet,36.121498,6.07145,exact,dgpc_map,dgpc,"{""dgpc"":""515"",""dgpc_wilaya"":""43""}",POSTE DE SECOURS ROUTIER,"ECHANGEUR AUTOROUTE EST-OUEST VERS CHELGHOUM EL AID-TADJNANET, TADJNANET",0470002199,/
43-013,الوحدة الثانوية ترعي باينان,الوحدة الثانوية ترعي باينان,43,4323,Terrai Bainen,36.551899,6.12556,exact,dgpc_map,dgpc,"{""dgpc"":""540"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"CENTRE VILLE TERRAI BAINEN, TERRAI BAINEN",031455740,031455735
43-014,الوحدة الثانوية بوحاتم,الوحدة الثانوية بوحاتم,43,4314,Bouhatem,36.303101,6.04045,exact,dgpc_map,dgpc,"{""dgpc"":""637"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"RN100 CITE TARMAST, BOUHATEM",031490806,031490807
43-015,المركز المتقدم شلغوم العيد,المركز المتقدم شلغوم العيد,43,4303,Chelghoum Laid,36.158699,6.16485,exact,dgpc_map,dgpc,"{""dgpc"":""664"",""dgpc_wilaya"":""43""}",POSTE AVANCE,"RUE 05 JUILLET CENTRE VILLE CHELGHOUM EL AID, CHELGHOUM EL AID",031458160,031457336
43-016,الوحدة الثانوية الرواشد,الوحدة الثانوية الرواشد,43,4315,Rouached,36.452202,6.05062,exact,dgpc_map,dgpc,"{""dgpc"":""759"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"CITE LES FRERES BOUHAMI, ROUACHED",031492966,031492963
43-017,الوحدة الثانوية سيدي مروان,الوحدة الثانوية سيدي مروان,43,4318,Sidi Merouane,36.506302,6.2953,exact,dgpc_map,dgpc,"{""dgpc"":""796"",""dgpc_wilaya"":""43""}",UNITE SECONDAIRE,"CW52 CITE FERDHOUA, SIDI MEROUANE",031459691,031459816
43-018,المركز المتقدم بني هارون_حمالة,المركز المتقدم بني هارون_حمالة,43,4324,Hamala,36.566002,6.28095,exact,dgpc_map,dgpc,"{""dgpc"":""855"",""dgpc_wilaya"":""43""}",POSTE AVANCE,"HAMMAM BENI HAROUN, HAMALA",0470002209,/
44-001,الوحدة الثانوية بومدفع,الوحدة الثانوية بومدفع,44,4403,Boumedfaa,36.367699,2.46755,exact,dgpc_map,dgpc,"{""dgpc"":""435"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"CITE EL BORDJ, BOUMEDFAA",027547415,027547436
44-002,الوحدة الثانوية حمام ريغة,الوحدة الثانوية حمام ريغة,44,4405,Hammam-Righa,36.375099,2.38245,exact,dgpc_map,dgpc,"{""dgpc"":""436"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"CITE EL MOUDJAHIDINE, HAMMAM RIGHA",027543058,027543050
44-003,الوحدة الثانوية مليانة,الوحدة الثانوية مليانة,44,4402,Miliana,36.304001,2.22388,exact,dgpc_map,dgpc,"{""dgpc"":""437"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RUE DU 01er NOVEMBRE CENTRE VILLE MILIANA, MILIANA",027531781,027531781
44-004,الوحدة الثانوية خميس مليانة,الوحدة الثانوية خميس مليانة,44,4404,Khemis-Miliana,36.2631,2.19968,exact,dgpc_map,dgpc,"{""dgpc"":""438"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RN04 CITE OUED EL RIHANE, KHEMIS MILIANA",027567586,027567591
44-005,الوحدة الرئيسية عين الدفلى,الوحدة الرئيسية عين الدفلى,44,4401,Ain-Defla,36.266998,1.96884,exact,dgpc_map,dgpc,"{""dgpc"":""439"",""dgpc_wilaya"":""44""}",UNITE PRINCIPALE,"RUE EMIR ABD EL KADER, AIN DEFLA",027501475,027501199
44-006,الوحدة الثانوية العبادية,الوحدة الثانوية العبادية,44,4411,El-Abadia,36.273602,1.67781,exact,dgpc_map,dgpc,"{""dgpc"":""441"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"CITE SIDI SAAD, EL ABADIA",027628329,027628826
44-007,الوحدة الثانوية العطاف,الوحدة الثانوية العطاف,44,4410,El-Attaf,36.222801,1.67385,exact,dgpc_map,dgpc,"{""dgpc"":""442"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RUE BARBARA EL HADJ EL ATTAF, EL ATTAF",027621381,027621380
44-008,الوحدة الثانوية الروينة,الوحدة الثانوية الروينة,44,4416,Rouina,36.2449,1.79738,exact,dgpc_map,dgpc,"{""dgpc"":""443"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RN04 CITE 50LOGEMENTS, ROUINA",027605603,027605603
44-009,مديرية الحماية المدنية عين االدفلى,مديرية الحماية المدنية عين االدفلى,44,4401,Ain-Defla,36.2607,1.97352,exact,dgpc_map,dgpc,"{""dgpc"":""444"",""dgpc_wilaya"":""44""}",SIEGE DE DIRECTION WILAYA,"CITE FERHAT ABBAS, AIN DEFLA",027500246,027500226
44-010,الوحدة الثانوية جندل,الوحدة الثانوية جندل,44,4405,Djendel,36.2164,2.40736,exact,dgpc_map,dgpc,"{""dgpc"":""445"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"CITE BELOUANES MOHAMED, DJENDEL",027541550,027541549
44-011,مركز إسعاف الطرقات بومدفع,مركز إسعاف الطرقات بومدفع,44,4403,Boumedfaa,36.368301,2.45677,exact,dgpc_map,dgpc,"{""dgpc"":""493"",""dgpc_wilaya"":""44""}",POSTE DE SECOURS ROUTIER,"CITE LA GARE(ZONE D'ACTIVITE), BOUMDFAA",027545423,027545423
44-012,مركز إسعاف الطرقات بوراشد,مركز إسعاف الطرقات بوراشد,44,4409,Bourached,36.174801,1.93148,exact,dgpc_map,dgpc,"{""dgpc"":""494"",""dgpc_wilaya"":""44""}",POSTE DE SECOURS ROUTIER,"ENTREE NORD BOURACHED, BOURACHED",027519148,027519148
44-013,الوحدة الثانوية جليدة,الوحدة الثانوية جليدة,44,4407,Djelida,36.204201,2.08383,exact,dgpc_map,dgpc,"{""dgpc"":""640"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RUE MAAROUF ABBES CENTRE VILLE DJELIDA, DJELIDA",027602027,027602027
44-014,المركز المتقدم عين االدفلى,المركز المتقدم عين االدفلى,44,4401,Ain-Defla,36.2514,1.9401,exact,dgpc_map,dgpc,"{""dgpc"":""767"",""dgpc_wilaya"":""44""}",POSTE AVANCE,"ZONE INDUSTRIELLE AIN DEFLA, AIN DEFLA",027512054,027512055
44-015,الوحدة الثانوية برج الأميرخالد,الوحدة الثانوية برج الأميرخالد,44,4422,Bordj-Emir-Khaled,36.126801,2.20932,exact,dgpc_map,dgpc,"{""dgpc"":""794"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"ENTREE NORD BORDJ EMIR KHALED RUE EL MOUDJAHID BEN DJAZIA SAID, BORDJ EMIR KHALED",027570521,027570538
44-016,الوحدة الثانوية العامرة,الوحدة الثانوية العامرة,44,4408,El-Amra,36.305,1.84844,exact,dgpc_map,dgpc,"{""dgpc"":""887"",""dgpc_wilaya"":""44""}",UNITE SECONDAIRE,"RUE DU 19 JUIN, EL AMRA",027529252,027529252
45-001,الوحدة الثانوية مشرية,الوحدة الثانوية مشرية,45,4502,Mecheria,33.5387,-0.270917,exact,dgpc_map,dgpc,"{""dgpc"":""227"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"ROUTE DE LA BASE AERIENNE CITE SALAM, MECHRIA",049585556,049585556
45-002,الوحدة الثانوية عسلة,الوحدة الثانوية عسلة,45,4504,Asla,32.997398,-0.069623,exact,dgpc_map,dgpc,"{""dgpc"":""228"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"CITE HERMAK KADDOUR, ASLA",049562056,049562056
45-003,الوحدة الثانوية عين الصفراء,الوحدة الثانوية عين الصفراء,45,4503,Ain Sefra,32.755798,-0.578864,exact,dgpc_map,dgpc,"{""dgpc"":""229"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"GROUPEMENT IMMOBILIER DEPARTEMENT 50, EL AIN SEFRA",049565314,049565314
45-004,الوحدة الثانوية مغرار,الوحدة الثانوية مغرار,45,4506,Moghrar,32.5261,-0.566529,exact,dgpc_map,dgpc,"{""dgpc"":""230"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"RN06, MOGHRAR",049550194,049550194
45-005,الوحدة الثانوية مكمن بن عمر,الوحدة الثانوية مكمن بن عمر,45,4510,Makmen Ben Amar,33.7118,-0.720869,exact,dgpc_map,dgpc,"{""dgpc"":""231"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"RN22, MEKMEN BEN AMAR",049583437,049583437
45-006,وحدة القطاع البيوض,وحدة القطاع البيوض,45,4512,El Biodh,33.7635,-0.132442,exact,dgpc_map,dgpc,"{""dgpc"":""232"",""dgpc_wilaya"":""45""}",UNITE DE SECTEUR,"RUE HACHLAFI SALEM, EL BIOD",049515104,049515104
45-007,مديرية الحماية المدنية النعامة,مديرية الحماية المدنية النعامة,45,4501,Naama,33.277599,-0.308286,exact,dgpc_map,dgpc,"{""dgpc"":""408"",""dgpc_wilaya"":""45""}",SIEGE DE DIRECTION WILAYA,"RN06, NAAMA",049593298,049593468
45-008,الوحدة الرئيسية النعامة,الوحدة الرئيسية النعامة,45,4501,Naama,33.2771,-0.308236,exact,dgpc_map,dgpc,"{""dgpc"":""409"",""dgpc_wilaya"":""45""}",UNITE PRINCIPALE,"RN06, NAAMA",049593350,049593076
45-009,وحدة القطاع جنين بورزق,وحدة القطاع جنين بورزق,45,4504,Djenienne Bourezg,32.3694,-0.806653,exact,dgpc_map,dgpc,"{""dgpc"":""638"",""dgpc_wilaya"":""45""}",UNITE DE SECTEUR,"RN06 CITE EL NASR, DJENINE BOURZEK",049560740,049560740
45-010,الوحدة الثانوية صفيصيفة,الوحدة الثانوية صفيصيفة,45,4503,Sfissifa,32.7192,-0.855992,exact,dgpc_map,dgpc,"{""dgpc"":""639"",""dgpc_wilaya"":""45""}",UNITE SECONDAIRE,"CW05, SFISSIFA",049558553,049558553
45-011,وحدة القطاع عين بن خليل,وحدة القطاع عين بن خليل,45,4509,Ain Ben Khelil,33.289299,-0.764108,exact,dgpc_map,dgpc,"{""dgpc"":""885"",""dgpc_wilaya"":""45""}",UNITE DE SECTEUR,AIN BEN KHELIL,/,/
46-001,وحدة القطاع حاسي الغلة,وحدة القطاع حاسي الغلة,46,4620,Hassi El Ghella,35.453999,-1.05278,exact,dgpc_map,dgpc,"{""dgpc"":""28"",""dgpc_wilaya"":""46""}",UNITE DE SECTEUR,"RUE BELABLICHE KAOUIDER, HASSI EL GUELLA",043668328,043668324
46-002,الوحدة الثانوية المالح,الوحدة الثانوية المالح,46,4607,El Maleh,35.381599,-1.09391,exact,dgpc_map,dgpc,"{""dgpc"":""29"",""dgpc_wilaya"":""46""}",UNITE SECONDAIRE,"RUE MOHAMED KHEMISTI, EL MALAH",043754300,043754300
