id,name,name_fr,type,type_label,abreviation,code,secteur,commune,wilaya_code,lat,lng,adresse,adresse_fr,telephone,fax,email,site_web,facebook,capacite,capacite_reelle,surface_m2,internat,capacite_internat,vocations,source
1559,المعهدالوطني المتخصص فيالتكوين المهنيالطارف,INSTITUT NATIONAL SPECIALISE DE LA FORMATIONPROFESIONNELLE EL-TARF,insfp,معهد وطني متخصص في التكوين المهني,INSFP -EL-TARF,3609,public,الطارف,36,36.76573,8.32986,الطريق الوطني رقم 44الطارف,ROUTE NATIONALE N 44 ELTARF,038300914,038300916,insfpeltarfat@mfep.gov.dz,,https://www.facebook.com/profile.php?id=1000903417,300,754,22661,true,200,"*الشعبة المهنية: تقنياتالادارة و التسيير (تقني سامي مستوى 5 )/الرمز: TAG; الاختصاص: أمانة المديرية ( TAG0713 ); -المحاسبة و المالية (TAG1207 ); *الشعبة المهنية:إعلام آلي- الرقمنةالاتصالات( تقنيسامي مستوى 5 )/ الرمز: INT; الاختصاص: الأنظمةالرقمية/خيار:المعلوماتية وشبكات المعلوماتية (INT1801 ); *الشعبة المهنية:الفندقة- الاطعام والسياحة ( تقني ساميمستوى 5 )/ الرمز:HRT; الاختصاص: السياحة/خيار: مرشدالسياحة المحلية ( HRT1203)",takwin.dz (MFEP)
1560,المعهدالوطني المتخصص فيالتكوين المهنيبوحجار,INSTITUT NATIONAL SPECIALISE DE LA FORMATIONPROFESSIONNELLEBOUHADJAR,insfp,معهد وطني متخصص في التكوين المهني,insfp bouhadjar eltarf,3611,public,بوحجار,36,36.51189,8.1022,حي 08 ماي 1945 بوحجار الطارف,CITE 08 MAI 1945 BOUHDJAR - ELTARF,038326120,038326122,insfpbouhadjarat@mfep.gov.dz,,https://www.facebook.com/insfpbouhadjar/about,300,381,60000,true,60,الفلاحة; صناعة الاغذيةالزراعية; مهنالمياه والبيئة,takwin.dz (MFEP)
1561,المعهدالوطني المتخصص فيالتكوين المهنيالذرعان,Institut National Spécialisé de laFormation ProfessionnelleDREAN,insfp,معهد وطني متخصص في التكوين المهني,insfp-drean -eltarf,3613,public,الذرعان,36,36.68234,7.73787,حيالزيتون -بلديةالذرعان -ولايةالطارف,CITE ZITOUNE COMMUNE DREAN WILAYA ELTARF,038385006,038385007,insfpdreanat@mfep.gov.dz,,https://www.facebook.com/insfpdrean/,300,281,20000,true,120,الخشبوالتأثيث BAM; البناءوالأشغال العموميةBTP; الكهرباء الالكترونيك الطاقويةELE,takwin.dz (MFEP)
1562,المعهدالوطني المتخصص فيالتكوين المهنيبالقالة,institut national specialise de la formationprofessionnelle,insfp,معهد وطني متخصص في التكوين المهني,INSFP -EL-KALA,36216,public,القالة,36,,,الطريق الوطني رقم 44القالة,route nationale n 44 elkala,,,insfpelkala@gmail.com,,https://www.facebook.com/share/1BB7EdNsrJ/,300,,,true,120,,takwin.dz (MFEP)
1563,مركز التكوينالمهني و التمهينبالطارف,CENTRE DE FORMATION PROFESSIONNELLE ET DEL'APPRENTISSAGE ELTARF,cfpa,مركز التكوين المهني والتمهين,CFPA ALLAM MENAOUAR ELTARF ELTARF,3605,public,الطارف,36,36.75783,8.30697,بجانب الملعبالبلدي - بلديةالطارف,A COTE DU STADE COMMUNAL -COMMUNE ELTARF,038301264,038301331,mimounabentounsi@gmail.com,,https://www.facebook.com/cfpa.eltarf,350,161,9618,true,60,,takwin.dz (MFEP)
1564,مركز التكوينالمهني و التمهينالقالة,CENTRE DE FORMATION PROFESSIONNELLE ET DEL'APPRENTISSAGE ELKALA,cfpa,مركز التكوين المهني والتمهين,CFPA 05 JUILLET 1962 EL KALA ELTARF,3601,public,القالة,36,36.89049,8.44604,طريق المشتلة - القالة Hلطارف,RUE DE LA PIPINIERE EL-KALA ELTARF,038360192,038360515,elkalacfpa3601@gmail.com,,https://www.facebook.com/share/1ABDhk9Vca/,350,342,40750,true,140,,takwin.dz (MFEP)
1565,مركز التكوينالمهني و التمهينالشط,CENTRE DE FORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGE CHATT,cfpa,مركز التكوين المهني والتمهين,CFPA CHATT ELTARF,3608,public,الشط,36,36.83295,7.86981,حيبوحدب الصديق بالشطولاية الطارف,CITE BOUHBED SEDIKCHATT WILAYA EL-TARF,038340661,038340661,cfpachatt0836@gmail.com,,https://www.facebook.com/profile.php?id=1000690346,250,234,8270,true,60,,takwin.dz (MFEP)
1566,مركز التكوينالمهني و التمهين بنمهيدي,CENTRE DE FORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGEBENMHIDI,cfpa,مركز التكوين المهني والتمهين,CFPA BEN MHIDI ELTARF,3604,public,ابنمهيدي,36,36.76981,7.89742,طريق وطني رقم 44 بن مهيديولاية الطارف,ROUTE NATIONALE N 44BEN MHIDI WILAYA EL-TARF,038347223,038347066,tarfayacfpabenmhidi@gmail.com,,CFPABENMHIDI,400,236,30000,false,,,takwin.dz (MFEP)
1567,مركزالتكوين المهني والتمهين ذرعان,CENTRE DEFORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGEDREAN,cfpa,مركز التكوين المهني والتمهين,CFPA DREAN ELTARF,3606,public,الذرعان,36,36.69012,7.74375,الذرعان ولايةالطارف,DREAN WILAYA ELTARF,038388467,038386468,cfpa.bouchlarem.derean@gmail.com,,https://www.facebook.com/people/CfpaDrean/100063452386256/,250,281,1000,false,,,takwin.dz (MFEP)
1568,مركزالتكوين المهني والتمهين بسباس,CENTRE DEFORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGE BESBES ELTARF,cfpa,مركز التكوين المهني والتمهين,CFPA BESBES -ELTARF,3602,public,البسباس,36,36.70721,7.85004,حيزيغود يوسف البسباسولاية الطارف,CITE ZIGHOUD YOUCEFBESBES -WILAYA EL-TARF,038395138,038395345,besbescfpa@gmail.com,,https://www.facebook.com/cfpa.besbes,400,285,30000,false,,,takwin.dz (MFEP)
1569,مركز التكوينالمهني و التمهينعصفور,CENTRE DE FORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGEASFOUR,cfpa,مركز التكوين المهني والتمهين,cfpa asfourasfour,3607,public,عصفور,36,36.6812,7.9789,حيبلعيد عبد الله ،بلدية عصفور ولايةالطارف,cite belaid abdallah communeasfour,038391035,038391098,cfpazitiasfour@hotmail.com,,https://www.facebook.com/profile.php?id=1000511526,250,117,8000,false,,,takwin.dz (MFEP)
1570,مركز التكوينالمهني و التمهينبوحجار,CENTRE DE FORMATION PROFESSIONNELLE ET DEL'APPRENTISSAGEBOUHADJAR,cfpa,مركز التكوين المهني والتمهين,CFPA BOUHADJAR - ELTARF,3603,public,بوحجار,36,36.51208,8.10923,بلدية بوحجار ولايةالطارف,COMMUNE BOUHADJAR WILAYA -ELTARF,038327006,038326925,cfpabouhadjar1@gmail.com,,https://www.facebook.com/cfpa.bouhadjar,250,231,13868,true,60,,takwin.dz (MFEP)
1571,مركزالتكوين المهني والتمهين السوارخ,CENTRE DE FORMATION PROFESSIONNELLE ET DE L'APPRENTISSAGESOUAREKH,cfpa,مركز التكوين المهني والتمهين,CFPA SOUAREKH ELTARF,3610,public,السوارخ,36,36.88949,8.55364,بلدية السوارخولاية الطارف,COMMUNE SOUAREKHWILAYA EL-TARF,038369515,038369515,souarekhcfpa@gmail.com,,https://www.facebook.com/hassani.mohammed.90663,200,321,12700,true,60,,takwin.dz (MFEP)
1572,مركز التكوينالمهني و التمهينشبيطة مختار,CENTRE DE FORMATIONPROFESSIONNELLE ET DE L'APPRENTISSAGE CHEBAITAMOKHTAR,cfpa,مركز التكوين المهني والتمهين,CFPA CHEBAITA MOKHTAR ELTARF,3612,public,شبيطةمختار,36,36.750861,7.737222,حي بوخريس محمد الصالحرقم 01 شبيطة مختارولاية الطارف,cite boukhris mohamedsalah n 01 CHEBAITA MOKHTAR WILAYA ELTARF,038381508,038691508,cfpa.chaouihadda.chebaita@gmail.com,,https://www.facebook.com/profile.php?id=1000743535,150,194,6920,false,,,takwin.dz (MFEP)
1573,مركز التكوينالمهني و التمهينعين الكرمة,CENTRE DE FORMATION PROFESSIONNELLEET DE L'APPRENTISSAGE AINKERMA,cfpa,مركز التكوين المهني والتمهين,CFPA AIN KARMA ELTARF,3614,public,عينالكرمة,36,36.60082,8.20061,عينالكرمة ولايةالطارف,AIN KARMA WILAYA ELTARF,0472272491,0472272491,cfpaainkarma@gmail.com,,https://www.facebook.com/cfpa.ainelkarma.5,250,254,20000,true,60,,takwin.dz (MFEP)
1574,مركز التكوينالمهني والتمهينالطارف,CENTRE DE LA FORMATION PROFESSIONNELLE ET DEL'APPRENTISSAGE ELTARF,cfpa,مركز التكوين المهني والتمهين,CFPAELTARF2,3615,public,الطارف,36,36.75785,8.30699,مقابل الحي الاداري الطارف,EN FACE CITE ADMINISTRATIVE ELTARF,038304436,038304436,cfpaeltarf2@gmail.com,,https://www.facebook.com/cfpa.hamdi.nouar.eltarf,250,345,15000,true,60,,takwin.dz (MFEP)
1575,ملحقة مركزالتكوين المهني عينالعسل,ANNEXE DE FORMATION PROFESSIONNELLE AIN ASSELELTARF,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,annexe ainassel,3601A1,public,عينالعسل,36,36.78729,8.38186,عينالعسل ولايةالطارف,AIN ASSEL WILAYA ELTARF,038317206,,elkalacfpa3601@gmail.com,,,100,,1114,false,,,takwin.dz (MFEP)
1576,ملحقة مركزالتكوين المهنيالقالة بوتلة عبدالله,ANNEXE DE FORMATION PROFESSIONNELLE BOUTELLAABDELLAH,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,ANNEXE BOUTELLAABDALLAH,3601A2,public,عينالعسل,36,36.8276,8.42063,بوتلة عبد الله بلديةعين العسل ولايةالطارف,BOUTELLA ABDALLAH COMMUNE AIN ASSEL WILAYA ELTARF,038357368,,elkalacfpa3601@gmail.com,,,25,,900,false,,,takwin.dz (MFEP)
1577,ملحقةالتكوين المهنيبوثلجة,ANNEXE DE FORMATION PROFESSIONNELLEBOUTELDJA,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,ANNEXE BOUTHELDJA ELTARF,3605A1,public,بوثلجة,36,36.78867,8.19674,بجانب المركز الثقافي بوثلجة,A COTE DU CENTRE CULTUREL BOUTHELDJA,038339594,,mimounabentounsi@gmail.com,,,200,115,1997,false,,,takwin.dz (MFEP)
1578,مؤسسةالسلام للتكوينالمهني,ETABLISSEMENT ESSALEM DE FORMATIONPROFFESSIONNELLE,prive,مؤسسة خاصة معتمدة,EPFEPESSALEM,PGLHS,prive,الذرعان,36,36.68545,7.75177,شارع اول نوفمبر 1954الذرعان,RUE 1 ER NOVEMBRE DREAN,038380643,,essalemdrean@gmail.com,,https://www.facebook.com/keziz.ah.3,120,29,188.93,false,,إعلامآلي; أمينمخزن; تركيب الألواحالشمسية الضوئية والحرارية; الخياطة,takwin.dz (MFEP)
1579,نورسامة,NOURSAMA,prive,مؤسسة خاصة معتمدة,EPFEPNOURSAMA,PJCO6,prive,الطارف,36,36.75855,8.3076,حي قداش مسعود,CITE KEDDACHEMESSAOUD,038301692,038301692,noursama_formation@yahoo.ca,,https://www.facebook.com/profile.php?id=1000639063,80,78,152.1,false,,معلوماتية/قاعدةمعطيات-مستوى خامس; تسيير موارد بشرية مستوى خامس; -تلقينالاعلام الالي تاهيلي اولي; -عونامن ووقاية-تاهيلياولي,takwin.dz (MFEP)
1580,ترقية الفلاح,PROMOTIONELFELLAH,prive,مؤسسة خاصة معتمدة,EPAFEP ELFELLAH BENMHIDI,PJKCZ,prive,ابنمهيدي,36,36.76051,7.91736,الطريق الوطني رقم 44الطارف,ROUTE NATIONALE N 44 BENMHIDI,0699253107,,efp.promotionelfellah@gmail.com,,https://www.facebook.com/profile.php?id=1000638187,100,,251.93,false,,الفلاحة,takwin.dz (MFEP)
1581,المؤسسةالخاصة للتكوينالمهني المعتمدةعبد الرحيم,Etablissement privé deformation professionnelle agrééAbderahim,prive,مؤسسة خاصة معتمدة,EPAFEP-ABDERRAHIM- ELTARF,PIMAQ,prive,الطارف,36,36.76542,8.31167,رقم02 الطارف مركز قطعةرقم 03,LOCAL N 02 EL-TARF CENTRE PARCELLE03,038304141,,etablisrahim@gmail.com,,,100,,154.14,false,,,takwin.dz (MFEP)
1582,رنيم الأمل,raneemeelamel,prive,مؤسسة خاصة معتمدة,EFAFP RANEEM AL AMALCHATT,PMGIR,prive,الشط,36,36.83115,7.85911,تحصيص مجزا 04 بلديةالشط,بلدية الشط,,,amelhamidougeotechnique@gmail.com,,,50,,288.28,false,,الكيمياءالصناعية والبلاستيك- الفندقةالطعام و السياحة،اعلام الي الرقمنة والاتصالات، صناعةالالبسة والنسيج,takwin.dz (MFEP)
1583,تحريللإبداع,tahri lilibdaa,prive,مؤسسة خاصة معتمدة,EFAFP TAHRI LIL INDAA ELTARF,PVTJT,prive,الطارف,36,36.76903,8.3105,الطارف مركز,بلديةالطارف,0662302046,,gtstahri36@gmail.com,,,185,,1175,false,,تركيبالالواحالشمسية; الكترونيكالسيارات; الانظمةالرقمية خيارالمعلوماتية وشبكاتالمعلوماتية; تسييرالموارد البشرية; المحاسبة والتسيير; صناعةالحلوياتالغربية; صناعةالحلوياتالتقليدية; تلقينالاعلامالالي,takwin.dz (MFEP)
1584,مديرية التكوينو التعليم المهنيينتيندوف,DFEPTINDOUF,dfep,مديرية التكوين والتعليم المهنيين,dfeptindouf,3700,public,تندوف,37,27.648529,-8.126639,حي المستقبل بلديةتندوف شرق بيتالشباب,cite el moustakhbaltindouf,049384181,049384018,dfeptindoufat@mfep.gov.dz,,https://www.facebook.com/dfep.tindouf.5,,,1144,false,,,takwin.dz (MFEP)
1585,المعهد الوطنيالمتخصص في التكوينالمهني تندوف,Institut NationalSpécialisé de la Formation ProfessionnelleTINDOUF,insfp,معهد وطني متخصص في التكوين المهني,INSFP Tindouftindouf,3703,public,تندوف,37,,,حيالمستقبل تيندوف,cite el mostakbalTINDOUF,,,insfpmohamedmerzougitindouf@gmail.com,,https://www.facebook.com/profile.php?id=61561500556441&mibextid=ZbWKwL,250,418,2548,true,100,البناءوالاشغالالعمومية; الكهرباءو الطاقةالالكترونيك; المعلوماتية; اعلام اليالرقمنةالاتصالات,takwin.dz (MFEP)
1586,مركز التكوينالمهني و التمهينتندوف,Centre de Formation Professionnelle et de l'ApprentissageTINDOUF,cfpa,مركز التكوين المهني والتمهين,cfpatindouf,3701,public,تندوف,37,27.677205,-8.132296,حيالنصر تندوف شمال 150مسكن,city el nasser tindouf C.P37002,049382296,049382221,cfpataleb37@gmail.com,,https://www.facebook.com/profile.php?id=100054346998379,300,316,4012,true,120,,takwin.dz (MFEP)
1587,مركز التكوينالمهني و التمهينتندوف لطفي,Centre de Formation Professionnelleet de l'Apprentissage TINDOUFLOTFI,cfpa,مركز التكوين المهني والتمهين,cfpa tindouflotfi,3702,public,تندوف,37,27.654033,-8.136773,حي تندوف لطفي - تندوفشمال المسجد القطبيوسف بن تاشفين,cite tindouflotfi,044883181,044883141,cfpatindouflotfi@gmail.com,,https://www.facebook.com/profile.php?id=1000217930,250,221,11892,false,,,takwin.dz (MFEP)
1588,مديريةالتكوين و التعليمالمهنيينتيسمسيلت,DFEPTISSEMSILT,dfep,مديرية التكوين والتعليم المهنيين,DFEPTissemsilt,3800,public,تيسمسيلت,38,35.59864,1.81061,طريق البلاطوتيسمسيلت 38000,route du plateauxTissemsilt,046579023,046579007,dfeptissemsiltat@mfep.gov.dz,,https://www.facebook.com/direction.de.la.formation,,,293,false,,,takwin.dz (MFEP)
1589,المعهدالوطني المتخصص فيالتكوين المهنيتيسمسيلت,Institut National Spécialisé dela Formation ProfessionnelleTISSEMSILT,insfp,معهد وطني متخصص في التكوين المهني,INSFPTISSEMSILT,3804,public,تيسمسيلت,38,35.61155,1.81938,طريق الجزائرتيسمسيلت 38000,38000 ROUTE ALGERTISSEMSILT,046551223,046551224,insfp.tissemsilt@gmail.com,,https://www.facebook.com/INSFP.TISSEMSILTT.TADJ.EDDINE.HAMED.ABDELWAHAB,300,392,27842,true,60,النشاطات الفلاحية والرعوية,takwin.dz (MFEP)
1590,المعهدالوطني المتخصص فيالتكوين المهنيخميستي,Institut National Spécialisé de laFormation Professionnelle khemisti,insfp,معهد وطني متخصص في التكوين المهني,INSFP khemistiTISSEMSILT,3812,public,خميستي,38,35.66893,1.95286,طريق عين قرقورخميستيتيسمسيلت,Route ain guergour khemisti TISSEMSILT,046565195,046565194,khemistiinsfp@gmail.com,,https://www.facebook.com/profile.php?id=100089109710440,300,91,17400,true,120,الصناعاتالغذائية,takwin.dz (MFEP)
1591,المعهدالوطني المتخصص فيالتكوين المهنيتيسمسيلت 2,INSTITUT NATIONAL SPECIALISE DE LAFORMATION PTOFESSIONNELLE TISSEMSILT2,insfp,معهد وطني متخصص في التكوين المهني,INSFP TISSEMSILT2,38203,public,تيسمسيلت,38,35.591704,1.828434,شارع 205 الصفاح تيسمسيلت,RUE 205 ESSAFAHTISSEMSILT,,,,,,300,,23800,true,120,,takwin.dz (MFEP)
1592,مركزالتكوين المهني والتمهين تيسمسيلت 2,Centre de Formation Professionnelle et de l'Apprentissage Tissemsilt 02,cfpa,مركز التكوين المهني والتمهين,CFPA Tissemsilt 02Tissemsilt,3810,public,تيسمسيلت,38,35.59699,1.82465,طريق بوقارةتيسمسيلت,Route bougaratissemsilt,046573159,046573160,cfpatissemsilt002@gmail.com,,https://www.facebook.com/cfpa.hadjbenallah.tissemsilt?mibextid=ZbWKwL,300,491,22887,true,60,,takwin.dz (MFEP)
1593,مركزالتكوين المهني والتمهين تيسمسيلت 1,Centre de Formation Professionnelle et de l'ApprentissageTISSEMSILT1,cfpa,مركز التكوين المهني والتمهين,CFPA TISSEMSILT1,3801,public,تيسمسيلت,38,35.606,1.8131,طريق المستشفىتيسمسيلت,Route de l'Hopitaltissemsilt,044919802,044919776,cfpatissemsilt01@gmail.com,,https://www.facebook.com/cfpahamditaher,250,502,11740,false,,,takwin.dz (MFEP)
1594,مركزالتكوين المهني والتمهين خميستي,Centre deFormation Professionnelle et de l'Apprentissage khemisti,cfpa,مركز التكوين المهني والتمهين,CFPA KHEMISTITissemsilt,3805,public,خميستي,38,35.66887,1.96921,حي 40 مسكن بمحاذاتعيادة متعددةالخدمات خميستيولاية تيسمسيلت 38006,Rue40 logement en derection polyclinique khemisti38006,046563714,046563712,cfpakhemsisti@gmail.com,,https://www.facebook.com/cfpakhemisti?mibextid=ZbWKwL,200,226,28588,true,60,,takwin.dz (MFEP)
1595,مركز التكوينالمهني و التمهينأولاد بسام,Centre de Formation Professionnelleet de l'Apprentissage,cfpa,مركز التكوين المهني والتمهين,CFPA Ouled BessemTissemsilt,3808,public,أولادبسام,38,35.6876,1.8602,طريق طراباجة أولادبسام بلدية أولادبسام ولايةتيسمسيلت38012,Route de trabedja ouled bessem38012,046552381,046552268,cfpaouledbessem3808@gmail.com,,https://facebook.com/cfpaouledbessam,200,143,6000,false,,,takwin.dz (MFEP)
1596,مركزالتكوين المهني والتمهين عماري,Centre deFormation Professionnelle et de l'Apprentissage ammari,cfpa,مركز التكوين المهني والتمهين,CFPAAammari Tissemsilt,3807,public,عماري,38,35.58058,1.65761,حي 11ديسمبر 1960 عماريولاية تيسمسيلت,rue 11décembre 1960 amari,046550815,046550813,cfpaammari2017@gmail.com,,https://www.facebook.com/cfpa.amari.5,300,142,11717,true,60,,takwin.dz (MFEP)
1597,مركز التكوينالمهني و التمهينثنية الحد,Centre de Formation Professionnelle etde l'ApprentissageTheniete el had tissemsilt,cfpa,مركز التكوين المهني والتمهين,CFPA Theniete el hadtissemsilt,3802,public,ثنيةالاحد,38,35.86184,2.03009,طريق تيسمسيلت ثنيةالحد تيسمسبلت,Route detissemsilt theniet el had,046582307,046585312,cfpathenietelhad2020@gmail.com,,https://www.facebook.com/profile.php?id=100057270227684,250,219,22682,true,60,,takwin.dz (MFEP)
1598,مركز التكوينالمهنيوالتمهين,Centre de Formation Professionnelle et del'Apprentissage BordjBounaâma,cfpa,مركز التكوين المهني والتمهين,CFPA Bordj Bounaâmatissemsilt,3803,public,برجبونعامة,38,35.85412,1.610885,حي الشهيد محمد مدانيبرج بونعامة ولايةتيسمسيلت 38001,Rue du martyr Mohamed MADANI BordjBounaâma 38001,046504009,046504002,cfpabordjbounaama@gmail.com,,https://www.facebook.com/cfpa.bordjbonaama,300,195,20000,true,120,,takwin.dz (MFEP)
1599,مركزالتكوين المهني والتمهينبالازهرية,Centre de Formation Professionnelleet de l'ApprentissageLAZHARIA,cfpa,مركز التكوين المهني والتمهين,CFPA LAZHARIAtissemsilt,3809,public,الأزهرية,38,35.934727,1.559942,حيأول نوفمبرالازهرية ولايةتيسمسيلت,Rue premier novembreazharia,046555135,046555137,cfpalazharia38@gmail.com,,https://www.facebook.com/people/CfpaLazharia/100089055405700/,200,67,7000.58,true,60,,takwin.dz (MFEP)
1600,مركزالتكوين المهني والتمهين لرجام,Centre deFormation Professionnelle et de l'Apprentissage Lardjem,cfpa,مركز التكوين المهني والتمهين,CFPALardjemtissemsilt,3806,public,الأرجم,38,35.752535,1.548448,حي الشهيد بلعبديمحمد لرجام ولايةتيسمسيلت,Cité el chahid belabdimohamed,046534162,046534105,cfpalardjem38.06@gmail.com,,https://www.facebook.com/CFPAlardjem01,250,109,5862.5,true,60,,takwin.dz (MFEP)
1601,مركز التكوينالمهني و التمهينبرج الامير عبدالقادر,Centre de Formation Professionnelle et del'Apprentissage,cfpa,مركز التكوين المهني والتمهين,CFPABorj emir abdelkadertissemsilt,3811,public,برجالأمير عبدالقادر,38,35.868186,2.2715,حي 450 قطعة غنامة برجالأمير عبد القادرولاية تيسمسيلت,Rue 450lots ghanama bordj emir abdel kader,046589309,046589427,cfpabordjemirabdelkader@gmail.com,,https://www.facebook.com/cfpataza/about,300,50,14282.5,true,60,,takwin.dz (MFEP)
1602,ملحقة ثنيةالحد,ANNEXE FRERE LOTTETHENIET ELHAD,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,A /CFPA theniet el had Tissemsilt,3802A1,public,ثنيةالاحد,38,35.876306,2.020778,بلدية ثنية الحد ولايةتيسمسيلت,COMMUNE THENIET EL HAD ANNEXE,046584525,046584525,cfpathenietelhad2020@gmail.com,,https://www.facebook.com/profile.php?id=100057270227684,120,17,2126,false,,,takwin.dz (MFEP)
1603,ملحقةالعيون,ANNEXELAAYOUNE,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,A/CFPA laayoun Tissemsilt,3802A2,public,العيون,38,35.69508,1.99755,شارعالرئيسي ملحقةالعيون ولايةتيسمسيلت,RUE PRINCIPALELAAYOUNE,,,cfpakhemsisti@gmail.com,,https://www.facebook.com/cfpakhemisti?mibextid=ZbWKwL,50,,266,false,,,takwin.dz (MFEP)
1604,مديريةالتكوين و التعليمالمهنيينالوادي,Directions de la formation et de l’enseignementprofessionnels WILAYA D' ELOUED,dfep,مديرية التكوين والتعليم المهنيين,DFEP EL OUED ELOUED,3900,public,الوادي,39,33.34778,6.85814,حي 19 مارس 1961الوادي,CITE 19 MARS 1961ELOUED,032139493,032139496,dfepelouedat@mfep.gov.dz,,https://www.facebook.com/dfepeloued39,,,4113,false,,,takwin.dz (MFEP)
1605,المعهدالوطني المتخصص فيالتكوين المهنيبالوادي,Institut National Spécialisé de laFormation Professionnelle ELOUED,insfp,معهد وطني متخصص في التكوين المهني,INSFP ELOUED,3969,public,الوادي,39,33.39847,6.87187,حي الشط طريق تبسةالوادي,CITE CHOT ROUTE TEBESSAELOUED,032122607,032122608,insfpeloued_at@mfep.gov.dz,,https://www.facebook.com/insfp3969,600,521,40000,true,120,البناء والأشغالالعمومية BTP,takwin.dz (MFEP)
1606,المعهد الوطنيالمتخصص في التكوينالمهني بحساني عبدالكريم,Institut National Spécialisé de la FormationProfessionnelle HASSANIABDELKRIM,insfp,معهد وطني متخصص في التكوين المهني,INSFP HASSANIABDELKRIM ELOUED,3966,public,حساني عبدالكريم,39,33.48927,6.91309,الطريق الوطني رقم 16بلدية حساني عبدالكريم,ROUTE NATIONALE N°16 COMMUNE HASSANIABDELKRIM,032108409,032108416,insfphassani_at@mfep.gov.dz,,https://www.facebook.com/INSFPHAK,300,238,15871,true,120,الفلاحة,takwin.dz (MFEP)
1607,مركز التكوينالمهني و التمهينالوادي 3,Centre de Formation Professionnelle et del'Apprentissage EL OUED3,cfpa,مركز التكوين المهني والتمهين,CFPA EL OUED03,3904,public,الوادي,39,33.35935,6.86219,شارع محمد خميستيالوادي,RUE MED KHEMISTIELOUED,032149230,032149227,cfpaeloued3904@gmail.com,,https://www.facebook.com/cfpaeloued3,250,361,10431,true,60,,takwin.dz (MFEP)
1608,مركز التكوينالمهني والتمهينالبنات الوادي,Centre deFormation Professionnelle et de l'Apprentissage FEMININ ELOUED,cfpa,مركز التكوين المهني والتمهين,CFPA FEMININ ELOUED,3905,public,الوادي,39,33.35117,6.86371,حيالصحن الاولالوادي,CITE SAHN 01ELOUED,032139671,032139672,cfpaeloued3905@gmail.com,,https://www.facebook.com/profile.php?id=100088904020452,200,243,8779,true,40,,takwin.dz (MFEP)
1609,مركز التكوينالمهني و التمهينالوادي 02,Centre de Formation Professionnelle et del'Apprentissage EL OUED02,cfpa,مركز التكوين المهني والتمهين,CFPA EL OUED02,3902,public,الوادي,39,33.35993,6.84256,طريق تقرت الوادي,rue tougourteloued,032114546,032114547,cfpaeloued3902@gmail.com,,https://www.facebook.com/profile.php?id=100063503303414,250,387,19307,true,120,,takwin.dz (MFEP)
1610,مركز التكوينالمهني و التمهينالرباح,Centre de Formation Professionnelle et del'ApprentissageROBBAH,cfpa,مركز التكوين المهني والتمهين,CFPA ROBBAH ELOUED,3907,public,الرباح,39,33.28511,6.90389,حيالشعانبةالرباح,cite chaanba Robbah,032105391,032105394,cfparobbah@gmail.com,,https://www.facebook.com/profile.php?id=61555601283054&mibextid=ZbWKwL,200,260,21000,false,,,takwin.dz (MFEP)
1611,مركزالتكوين المهني والتمهين الدبيلة,Centre de Formation Professionnelle et de l'ApprentissageDEBILA,cfpa,مركز التكوين المهني والتمهين,CFPA DEBILA ELOUED,3906,public,الدبيلة,39,33.51093,6.93753,حي هواري بومدينالدبيلة,CITE HOUARI BOUMADIENDEBILA,032268284,030360283,cfpadebila@gmail.com,,https://www.facebook.com/cfpa.debila,250,187,17150,false,,,takwin.dz (MFEP)
1612,مركز التكوينالمهني و التمهينحاسي خليفة,Centre de FormationProfessionnelle et de l'Apprentissage HASSIKHALIFA,cfpa,مركز التكوين المهني والتمهين,CFPAHASSAI KHALIFA ELOUED,3911,public,حاسيخليفة,39,33.56058,6.98903,حي أول نوفمبر 1954بلدية حاسي خليفة,Cité 01 novembre 54 commune hassikhalifa,032237842,032237844,cfpahkh2018@gmail.com,www.cfpahassikhalifa.dz,https://www.facebook.com/cfpa.hassikhlifa,200,191,1090,false,,,takwin.dz (MFEP)
1613,مركز التكوينالمهني و التمهينقمار,Centre de Formation Professionnelle et de l'ApprentissageGUEMAR,cfpa,مركز التكوين المهني والتمهين,CFPA GUEMAR ELOUED,3909,public,قمار,39,33.50338,6.79201,طريق المطار قمار,ROUTE AIRPORTGUEMAR,032101055,032101058,cfpaguemareloued3909@gmail.com,,https://www.facebook.com/profile.php?id=61562483574344,350,231,30000,true,60,,takwin.dz (MFEP)
1614,مركزالتكوين المهني والتمهينالرقيبة,Centre de Formation Professionnelle et del'ApprentissageREGUIBA,cfpa,مركز التكوين المهني والتمهين,CFPA REGUIBA ELOUED,3910,public,الرقيبة,39,33.57123,6.71823,حي 20أوت الرقيبة,Cite 20 Aoutreguiba,032127111,032127113,cfpareguiba@gmail.com,,https://www.facebook.com/ferfaouzi/,250,283,12275,true,60,,takwin.dz (MFEP)
