id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,code,address,phone,fax,email,manager,communes
46-02,ALEM BENI SAF,46,,,35.29775,-1.3828,exact,anem,anem,ALEM,4602,Cité  Sonatiba - Galerie Plan 2 – Béni Saf,(043) 695 - 165,(043) 695 - 769,alem.benisaf@anem.dz,KHARFANE MEHDI,"BENI SAF,EL EMIR ABDELKADER,OULHACA GHERRABA,SIDI OURIACHE,SIDI SAFI"
46-03,ALEM EL MALAH,46,,,35.3891,-1.09748,exact,anem,anem,ALEM,4603,Cité Administrative – El Maleh,(043) 658 - 233,(043) 750 - 633,alem.elmalah@anem.dz,BELHIA HAYATE,"CHAABET EL HAM,EL MALAH,OULED KIHAL,TERGA"
46-04,ALEM HAMMAM BOUHADJAR,46,,,35.376,-0.9684,exact,anem,anem,ALEM,4604,"286, Cité Mezouar Mohamed – H. Bouhadjar",(043) 739 - 083,(043) 739 - 289,alem.hammambouhdjar@anem.dz,MOULEBHAR MOKHTARIA,"AIN EL ARBAA,CHENTOUF,HAMMAM BOUHADJAR,HASSASNA,OUED BERKECHE,OUED SEBBAH,SIDI BOUMEDIENE,TAMZOUGHA"
46-05,ALEM EL AMRIA,46,,,35.52516,-1.01485,exact,anem,anem,ALEM,4605,Rue Hammou Boutrig Bouamour – El Amria,(043) 760 - 888,(043) 761 - 401,alem.elamria@anem.dz,MEKERNEF DJAMEL,"BOUZEDJAR,EL AMRIA,EL MSAID,HASSI EL GHELLA,OULED BOUDJEMAA"
47-01,ALEM GHARDAIA,47,,,32.51053,3.67947,exact,anem,anem,ALEM,4701,Cité Bouhraoua Haut – Ghardaïa,(029) 259 - 306,(029) 259 - 306,alem.ghardaia@anem.dz,ABDESSELAM FETHI,"BOUNOURA,DHAYET BENDAHOUA,EL ATTEUF,GHARDAIA"
47-02,ALEM METLILI,47,,,32.26752,3.63091,exact,anem,anem,ALEM,,RUE AMIR ABDELKADER - METLILI,(029) 292 - 614,(029) 292 - 663,alem.metlili@anem.dz,MEZZI HAMZA,"METLILI,SEBSEB,MANSOURA"
47-03,ALEM GUERRARA,47,,,32.78927,4.49028,exact,anem,anem,ALEM,4704,Place des Martyrs - Guérrara,(029) 261 - 947,(029) 261 - 170,alem.guerrara@anem.dz,HAMIDOUDJANA ABDALLAH,EL GUERRARA
47-04,ALEM ZELFANA,47,,,32.39175,4.22657,exact,anem,anem,ALEM,4705,Cité Nacer – N° 108 - Zelfana,(029)264 - 731,(029)264 - 732,alem.zelfana@anem.dz,TAIFOUR LARBI,ZELFANA
47-05,ALEM BERRIANE,47,,,32.82584,3.76442,exact,anem,anem,ALEM,4706,Route Nationale N° 01 (Deriere la DAIRA),(029) 245 - 990,(029) 246 - 567,alem.berriane@anem.dz,OUAMEUR ALI MOHAMMED MOUNSIF,BERRIANE
48-01,ALEM RELIZANE,48,,,35.72448,0.55965,exact,anem,anem,ALEM,4801,"Rue,  Sidi M’hamed Benaouda - Relizane",(046) 728 - 771,(046) 728 - 771,alem.relizane@anem.dz,BOUFADENE DJAMEL EDDINE,"AIN RAHMA,BELAASSEL BOUZEGZA,BENDAOUD,BENI DERGOUN,DAR BEN ABDELLAH,EL MATMAR,KALAA,MENDES,OUED EL DJEMAA,OUED ESSALEM,RELIZANE,SIDI KHETTAB,SIDI LAZREG,SIDI MHAMED BENAOUDA,SIDI SAADA,YELLEL,ZEMMOURA"
48-02,ALEM AMMI MOUSSA,48,,,35.87041,1.10858,exact,anem,anem,ALEM,4802,"Rue,  Commandant SI Ali – Ammi Moussa",(046) 841 - 057,(046) 841 - 342,alem.ammimoussa@anem.dz,LARBI FATMA,"AIN TAREK,AMMI MOUSSA,EL HASSI,EL OUELDJA,HAD CHEKKALA,LAHLEF,OULED YAICH,RAMKA,SOUK EL HAD"
48-03,ALEM MAZOUNA,48,,,36.12585,0.88027,exact,anem,anem,ALEM,4803,Cité Administrative local N°22 - Mazouna,(046) 947 - 826,(046) 947 - 840,alem.mazouna@anem.dz,NOURINE MAMMAR LARBI,"BENI ZENTIS,EL GUETTAR,MAZOUNA,MEDIOUNA,SIDI MHAMED BEN ALI"
48-04,ALEM OUED R'HIOU,48,,,35.95803,0.90238,exact,anem,anem,ALEM,4804,Rue Boudalia Hassani – Oued R’hiou,(046) 774 - 104,(046) 774 - 103,alem.ouedrhiou@anem.dz,SIALI LYES,"DJIDIOUIA,EL HAMRI,EL HMADNA,MERDJET SIDI ABED,OUARIZANE,OUED RHIOU,OULED SIDI MIHOUB"
49-01,ALEM TIMIMOUN,49,,,29.26715,0.2396,exact,anem,anem,ALEM,0103,Route de Massine - Timimoun,(049) 900 - 550,(049) 901 - 421,alem.timimoun@anem.dz,ZOUBIR MOHAMED,"CHAROUINE,KSAR KADDOUR,OULED AISSA,OULED SAID,TALMINE,TIMIMOUN,TINERKOUK"
49-02,ALEM AOUGROUT,49,,,28.70225,0.34094,exact,anem,anem,ALEM,0107,Aougrout centre,(049) 908 - 199,,alem.aougrout@anem.dz,BIHI MESSAOUD,"AOUGROUT,DELDOUL,METARFA"
50-01,ALEM BORDJ BADJI MOKHTAR,50,,,21.33043,0.95487,exact,anem,anem,ALEM,0105,Centre Administratif – Bordj Badji Mokhtar,(049) 329 - 703,(049) 329 - 708,alem.bordjbadjimokhtar@anem.dz,LAROUSSI SIDALAMINE,"BORDJ BADJI MOKHTAR,TIMIAOUINE"
51-01,ALEM OULED DJELLAL,51,,,34.42673,5.06277,exact,anem,anem,ALEM,0702,Rue Larbi BEN M'HIDI - Ouled Djellal,(033) 663 - 294,(033) 663 - 298,(Non renseigné),ND,"BESBES,DOUCEN,ECH CHAIBA,OULED DJELLAL,RAS EL MIAAD,SIDI KHALED"
52-01,ALEM BENI ABBES,52,,,30.13321,-2.16887,exact,anem,anem,ALEM,0805,Rue Hamel Dahmane – Béni Abbés,(049) 285 - 696,(049) 285 - 697,alem.benabbes@anem.dz,MANSOURI RACHID,"BENI ABBES,BENI IKHLEF,EL OUATA,KERZAZ,KSABI,OULED KHOUDIR,TAMERT,TIMMOUDI,IGLI"
53-01,ALEM IN SALAH,53,,,27.19962,2.47956,exact,anem,anem,ALEM,5302,Ex siège du tribunal – In Salah,(029) 361 - 897,(029) 364 - 840/ 365 - 863,alem.ainsalah@anem.dz,ZEGZEG AICHA,"FOUGGARAT EZ ZOUAIA,IN GHAR,IN SALAH"
54-01,ALEM IN GUEZZAM,54,,,19.56506,5.77252,exact,anem,anem,ALEM,1103,Centre ville In Guezzam,(029) 354 - 506,(029) 354 - 506,alem.inguezzam@anem.dz,AGARI MOHAMED,IN GUEZZAM
54-02,ALEM TIN ZOUATINE,54,,,19.95333,2.96266,exact,anem,anem,ALEM,1104,Centre ville Tin Zaouatine,(029) 357 - 505,(029) 357 - 505,alem.tinzaouatine@anem.dz,BALAOU BOUDJEMAA,TIN ZAOUATINE
55-01,ALEM EL HADJIRA,55,,,32.61702,5.51251,exact,anem,anem,ALEM,3006,Place de l’APC – El Hadjira,(029) 612 - 408,(029) 612 - 408,alem.elhadjira@anem.dz,KECHERA BELKACEM,"EL ALLIA,EL HADJIRA"
55-02,ALEM TOUGGOURT,55,,,33.10848,6.07601,exact,anem,anem,ALEM,3002,Boulevard Mohamed Khemisti -  Touggourt,(029) 674 - 009,(029) 682 - 761,alem.touggourt@anem.dz,ABID KHALED,"NEZLA,TEBESBEST,TOUGGOURT,ZAOUIA EL ABIDIA"
55-03,ALEM TAIBET,55,,,33.08523,6.39727,exact,anem,anem,ALEM,3007,Cité du marché  - Taibet,(029) 621 - 006,(029) 611 - 106,alem.taibet@anem.dz,TOUAL MOHAMED,"BENACEUR,MNAGUER,TAIBET"
55-04,ALEM TEMACINE,55,,,33.00866,6.00716,exact,anem,anem,ALEM,3008,Centre – ville - Timassine,(029) 633 - 737,(029) 635 - 566,alem.timacine@anem.dz,LEBSSISSE NEZHA,"BALIDAT AMEUR,TAMACINE"
55-05,ALEM MEGARINE,55,,,33.19201,6.08997,exact,anem,anem,ALEM,3010,Centre – ville en face de l’APC -  Megarine,(029) 688 - 105,(029) 688 - 832,alem.megarine@anem.dz,BENSAADI KARIM,"MEGARINE,SIDI SLIMANE"
56-01,ALEM DJANET,56,,,24.47759,9.51197,exact,anem,anem,ALEM,3304,Cité Ifri - Djanet,(029) 480 - 008,(029) 480 - 012,alem.djanet@anem.dz,ABDOUALI AHMED,"DJANET,BORDJ EL HAOUEES"
57-01,ALEM EL MEGHAIER,57,,,33.94949,5.92079,exact,anem,anem,ALEM,3902,Cite El- Moudjahidine- El Meghaier,(032) 194 - 151,(032) 194 - 152,alem.elmeghaier@anem.dz,TOUMI EL-AID,"EL MGHAIR,OUM TIOUR,SIDI KHELLIL,STILL"
57-02,ALEM DJAMAA,57,,,33.53258,5.98935,exact,anem,anem,ALEM,3905,Centre ville - Djamaa,(032) 156 - 260,(032) 156 - 261,alem.djamaa@anem.dz,BEN ATALLAH MOHAMMED SAID,"DJAMAA,MRARA,SIDI AMRANE,TENDLA"
58-01,ALEM EL MENEA,58,,,30.58845,2.88749,exact,anem,anem,ALEM,,Boulevard colonel Amirouche – El Ménéa,(029) 212 - 959,(029) 212 - 940,alem.elmenea@anem.dz,DJEBIRI OMAR,"GOLEA,HASSI EL GARAA,HASSI LEFHAL"
