id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,denomination
39-0449,"مرقد في الوادي, الجزائر",,"مرقد في الوادي, الجزائر",39,3901,El-Oued,33.367829,6.851695,exact,wikidata,wikidata,"{""wikidata"":""Q137869829""}",
39-0450,"المدرسة القرآنية مصعب بن عمير في الوادي, الجزائر",,"المدرسة القرآنية مصعب بن عمير في الوادي, الجزائر",39,3907,Kouinine,33.403304,6.853717,exact,wikidata,wikidata,"{""wikidata"":""Q137869830""}",
39-0451,مسجد الاجدال في قمار,,مسجد الاجدال في قمار,39,3916,Sidi Aoun,33.54897,6.85315,exact,wikidata,wikidata,"{""wikidata"":""Q137869906""}",
39-0452,مسجد غمرة الجديد في قمار,,مسجد غمرة الجديد في قمار,39,3906,Guemar,33.544119,6.787424,exact,wikidata,wikidata,"{""wikidata"":""Q137869907""}",
39-0453,مسجد عمر بن الخطاب في قمار,,مسجد عمر بن الخطاب في قمار,39,3908,Reguiba,33.539197,6.757259,exact,wikidata,wikidata,"{""wikidata"":""Q137869909""}",
39-0454,مسجد سيدنا خالد بن الوليد في قمار,,مسجد سيدنا خالد بن الوليد في قمار,39,3906,Guemar,33.524245,6.784201,exact,wikidata,wikidata,"{""wikidata"":""Q137869911""}",
39-0455,مسجد سيدنا مصعب بن عمير رضي الله عنه في قمار,,مسجد سيدنا مصعب بن عمير رضي الله عنه في قمار,39,3906,Guemar,33.511199,6.798984,exact,wikidata,wikidata,"{""wikidata"":""Q137869912""}",
39-0456,Mosquée Al-Tawbah (Al-Siddiq) in Guemar,Mosquée Al-Tawbah (Al-Siddiq) in Guemar,,39,3906,Guemar,33.494835,6.793047,exact,wikidata,wikidata,"{""wikidata"":""Q137869913""}",
39-0457,جامع المحاميد في قمار,,جامع المحاميد في قمار,39,3906,Guemar,33.490117,6.798914,exact,wikidata,wikidata,"{""wikidata"":""Q137869918""}",
39-0458,مسجد القدس غمرة الوسطى في قمار,,مسجد القدس غمرة الوسطى في قمار,39,3906,Guemar,33.552956,6.787606,exact,wikidata,wikidata,"{""wikidata"":""Q137869919""}",
39-0459,مسجد سيدنا أبوبكر الصديق رضي الله عنه 33/6,,مسجد سيدنا أبوبكر الصديق رضي الله عنه 33/6,39,3925,El Ogla,33.26098,6.960835,exact,wikidata,wikidata,"{""wikidata"":""Q137870154""}",
39-0460,"مسجد الغفران في الوادي, الجزائر",,"مسجد الغفران في الوادي, الجزائر",39,3901,El-Oued,33.381584,6.869258,exact,wikidata,wikidata,"{""wikidata"":""Q137870157""}",
39-0461,"مصلى في الوادي, الجزائر",,"مصلى في الوادي, الجزائر",39,3901,El-Oued,33.383761,6.889875,exact,wikidata,wikidata,"{""wikidata"":""Q137870158""}",
39-0462,مسجد الغيث 33/6,,مسجد الغيث 33/6,39,3912,Hassani Abdelkrim,33.466896,6.915514,exact,wikidata,wikidata,"{""wikidata"":""Q137870266""}",
39-0463,مسجد عبد الحميد بن باديس في بلدية حساني عبد الكريم,,مسجد عبد الحميد بن باديس في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.469939,6.907328,exact,wikidata,wikidata,"{""wikidata"":""Q137870267""}",
39-0464,مسجد المعمورة في بلدية حساني عبد الكريم,,مسجد المعمورة في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.485578,6.880404,exact,wikidata,wikidata,"{""wikidata"":""Q137870268""}",
39-0465,مسجد الامير عبد القادر الظهراوي في بلدية حساني عبد الكريم,,مسجد الامير عبد القادر الظهراوي في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.474726,6.910838,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137870269"",""osm"":""node/4680538621""}",sunni
39-0466,Furqan Mosque in Hassani Abdelkrim,Furqan Mosque in Hassani Abdelkrim,,39,3912,Hassani Abdelkrim,33.476891,6.903877,exact,wikidata,wikidata,"{""wikidata"":""Q137870271""}",
39-0467,مسجد ابو ذر الغفاري رضي الله عنه في بلدية حساني عبد الكريم,,مسجد ابو ذر الغفاري رضي الله عنه في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.476284,6.895866,exact,wikidata,wikidata,"{""wikidata"":""Q137870272""}",
39-0468,مسجد ابراهيم الخليل في بلدية حساني عبد الكريم,Masdjid,مسجد ابراهيم الخليل في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.48335,6.914061,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137870273"",""osm"":""node/7383071609""}",
39-0469,مسجد السنة بالمنانعة في المقرن،الوادي,,مسجد السنة بالمنانعة في المقرن،الوادي,39,3913,Hassi Khalifa,33.582572,6.941433,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137870460"",""osm"":""way/1443014706""}",
39-0470,مسجد البغزليه في أميه ونسة,,مسجد البغزليه في أميه ونسة,39,3926,Mih Ouansa,33.177924,6.736047,exact,wikidata,wikidata,"{""wikidata"":""Q137870523""}",
39-0471,مسجد قرية التوام الشمالي في أميه ونسة,,مسجد قرية التوام الشمالي في أميه ونسة,39,3926,Mih Ouansa,33.1501,6.695641,exact,wikidata,wikidata,"{""wikidata"":""Q137870526""}",
39-0472,مصلى في أميه ونسة,,مصلى في أميه ونسة,39,3926,Mih Ouansa,33.199429,6.715619,exact,wikidata,wikidata,"{""wikidata"":""Q137870528""}",
39-0473,مسجد الشيخ احمد القوراري بالقوارير في أميه ونسة,,مسجد الشيخ احمد القوراري بالقوارير في أميه ونسة,39,3903,Oued El Alenda,33.236883,6.673615,exact,wikidata,wikidata,"{""wikidata"":""Q137870529""}",
39-0474,مسجد وائل بن حُجْر في أميه ونسة,,مسجد وائل بن حُجْر في أميه ونسة,39,3903,Oued El Alenda,33.207588,6.715274,exact,wikidata,wikidata,"{""wikidata"":""Q137870531""}",
39-0475,مسجد 33/6,,مسجد 33/6,39,3925,El Ogla,33.282645,6.948221,exact,wikidata,wikidata,"{""wikidata"":""Q137870586""}",
39-0476,جامع أسد بن فرات 33/6,,جامع أسد بن فرات 33/6,39,3925,El Ogla,33.271279,6.951685,exact,wikidata,wikidata,"{""wikidata"":""Q137870587""}",
39-0477,مسجد المسلمين 33/7,,مسجد المسلمين 33/7,39,3915,Douar El Maa,33.379975,7.684703,exact,wikidata,wikidata,"{""wikidata"":""Q137870663""}",
39-0478,Masjid Fallah 32/7,Masjid Fallah 32/7,,39,3910,Taghzout,32.247674,7.291416,exact,wikidata,wikidata,"{""wikidata"":""Q137870666""}",
39-0479,مسجد الانصار في وادي العلندة,,مسجد الانصار في وادي العلندة,39,3903,Oued El Alenda,33.206349,6.772701,exact,wikidata,wikidata,"{""wikidata"":""Q137870745""}",
39-0480,حساني عبد الكريم في بلدية حساني عبد الكريم,,حساني عبد الكريم في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.485071,6.907597,exact,wikidata,wikidata,"{""wikidata"":""Q137870917""}",
39-0481,مسجد سيدي بوعافية 33/6,,مسجد سيدي بوعافية 33/6,39,3918,Magrane,33.506934,6.907785,exact,wikidata,wikidata,"{""wikidata"":""Q137870918""}",
39-0482,أولاد عياد في بلدية حساني عبد الكريم,,أولاد عياد في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.474952,6.894617,exact,wikidata,wikidata,"{""wikidata"":""Q137870919""}",
39-0483,مسجد جديد في حاسي خليفة,,مسجد جديد في حاسي خليفة,39,3913,Hassi Khalifa,33.564008,6.988421,exact,wikidata,wikidata,"{""wikidata"":""Q137870921""}",
39-0484,مسجد الفرقان حي النسايبة في حاسي خليفة,,مسجد الفرقان حي النسايبة في حاسي خليفة,39,3913,Hassi Khalifa,33.574267,7.017495,exact,wikidata,wikidata,"{""wikidata"":""Q137870935""}",
39-0485,مسجد ابرهيم الخليل عمره في حاسي خليفة,,مسجد ابرهيم الخليل عمره في حاسي خليفة,39,3913,Hassi Khalifa,33.594992,7.023856,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137870941"",""osm"":""node/4639804845""}",sunni
39-0486,مسجد الإحسان بالمرزاقة في حاسي خليفة,,مسجد الإحسان بالمرزاقة في حاسي خليفة,39,3913,Hassi Khalifa,33.603974,7.026919,exact,wikidata,wikidata,"{""wikidata"":""Q137870942""}",
39-0487,مسجد أبي بكر الصديق في حاسي خليفة,,مسجد أبي بكر الصديق في حاسي خليفة,39,3913,Hassi Khalifa,33.575851,7.084779,exact,wikidata,wikidata,"{""wikidata"":""Q137870944""}",
39-0488,مسجد أنس بن مالك الانصاري في حاسي خليفة,,مسجد أنس بن مالك الانصاري في حاسي خليفة,39,3913,Hassi Khalifa,33.578829,7.083529,exact,wikidata,wikidata,"{""wikidata"":""Q137870945""}",
39-0489,مسجدابو ايوب الانصاري في حاسي خليفة,,مسجدابو ايوب الانصاري في حاسي خليفة,39,3913,Hassi Khalifa,33.566513,6.998703,exact,wikidata,wikidata,"{""wikidata"":""Q137870947""}",
39-0490,الزاوية القادرية في كوينين,,الزاوية القادرية في كوينين,39,3907,Kouinine,33.40494,6.82958,exact,wikidata,wikidata,"{""wikidata"":""Q137871142""}",
39-0491,مسجد إبرهيم بن الطالب بالمساعية 33/6,,مسجد إبرهيم بن الطالب بالمساعية 33/6,39,3925,El Ogla,33.262621,6.940435,exact,wikidata,wikidata,"{""wikidata"":""Q137871203""}",
39-0492,مسجد التوحيد في الرباح,,مسجد التوحيد في الرباح,39,3905,Nakhla,33.300339,6.914181,exact,wikidata,wikidata,"{""wikidata"":""Q137871573""}",
39-0493,مسجد الشرقي في الرباح,Mosquée Gheraissa,مسجد الشرقي في الرباح,39,3905,Nakhla,33.304614,6.905184,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137871574"",""osm"":""way/1175106799""}",
39-0494,مسجد المصطفى في الرباح,,مسجد المصطفى في الرباح,39,3925,El Ogla,33.265599,6.923029,exact,wikidata,wikidata,"{""wikidata"":""Q137871575""}",
39-0495,مسجد الدبيديبي الشرقي في الرباح,,مسجد الدبيديبي الشرقي في الرباح,39,3925,El Ogla,33.212689,6.892827,exact,wikidata,wikidata,"{""wikidata"":""Q137871576""}",
39-0496,مسجد الاستقامة الكرايطة في الرقيبة,,مسجد الاستقامة الكرايطة في الرقيبة,39,3908,Reguiba,33.573804,6.718726,exact,wikidata,wikidata,"{""wikidata"":""Q137871702""}",
39-0497,مسجد خبينة غادة في الرقيبة,,مسجد خبينة غادة في الرقيبة,39,3908,Reguiba,33.585151,6.686036,exact,wikidata,wikidata,"{""wikidata"":""Q137871703""}",
39-0498,مسجد زيد بن ثابت في الرقيبة,,مسجد زيد بن ثابت في الرقيبة,39,3908,Reguiba,33.530354,6.656368,exact,wikidata,wikidata,"{""wikidata"":""Q137871705""}",
39-0499,مسجد عبد الرحمان أبن عوف في الرقيبة,,مسجد عبد الرحمان أبن عوف في الرقيبة,39,3908,Reguiba,33.661583,6.714905,exact,wikidata,wikidata,"{""wikidata"":""Q137871706""}",
39-0500,مسجد سيدنا معاذ بن جبل في الرقيبة,,مسجد سيدنا معاذ بن جبل في الرقيبة,39,3908,Reguiba,33.518842,6.653599,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137871707"",""osm"":""way/1367434035""}",
39-0501,مصلى رقيبة في الرقيبة,,مصلى رقيبة في الرقيبة,39,3920,Ourmes,33.705032,6.433695,exact,wikidata,wikidata,"{""wikidata"":""Q137871708""}",
39-0502,مصلى في الرقيبة,,مصلى في الرقيبة,39,3920,Ourmes,33.70522,6.434399,exact,wikidata,wikidata,"{""wikidata"":""Q137871709""}",
39-0503,مصلى الشرقية 33/6,,مصلى الشرقية 33/6,39,3912,Hassani Abdelkrim,33.466493,6.83909,exact,wikidata,wikidata,"{""wikidata"":""Q137871921""}",
39-0504,مسجد جامع زائد 33/6,,مسجد جامع زائد 33/6,39,3906,Guemar,33.486706,6.731761,exact,wikidata,wikidata,"{""wikidata"":""Q137871927""}",
39-0505,مسجد عتيق 33/6,,مسجد عتيق 33/6,39,3906,Guemar,33.478007,6.728388,exact,wikidata,wikidata,"{""wikidata"":""Q137871929""}",
39-0506,مسجد الجويني 33/6,,مسجد الجويني 33/6,39,3902,Robbah,33.23267,6.427141,exact,wikidata,wikidata,"{""wikidata"":""Q137871942""}",
39-0507,مصلى وميضى عابر سبيل 33/7,,مصلى وميضى عابر سبيل 33/7,39,3914,Taleb Larbi,33.727681,7.522789,exact,wikidata,wikidata,"{""wikidata"":""Q137871955""}",
39-0508,المسجد سيدنا خالد بن الوليد رضي الله عنه 33/7,,المسجد سيدنا خالد بن الوليد رضي الله عنه 33/7,39,3914,Taleb Larbi,33.728951,7.523798,exact,wikidata,wikidata,"{""wikidata"":""Q137871956""}",
39-0509,مسجد سيدي عقبه بن نافع رضي الله عنه 33/7,,مسجد سيدي عقبه بن نافع رضي الله عنه 33/7,39,3914,Taleb Larbi,33.826571,7.356425,exact,wikidata,wikidata,"{""wikidata"":""Q137871957""}",
39-0510,مصلى و استراحة المسافر 33/7,,مصلى و استراحة المسافر 33/7,39,3914,Taleb Larbi,33.899545,7.382292,exact,wikidata,wikidata,"{""wikidata"":""Q137871958""}",
39-0511,مسجد السيدة هاجر عليها السلام 33/6,,مسجد السيدة هاجر عليها السلام 33/6,39,3917,Trifaoui,33.399287,6.965878,exact,wikidata,wikidata,"{""wikidata"":""Q137872915""}",
39-0512,مسجد المناصير بالجديدة 33/6,,مسجد المناصير بالجديدة 33/6,39,3916,Sidi Aoun,33.554173,6.945269,exact,wikidata,wikidata,"{""wikidata"":""Q137873001""}",
39-0513,مسجد الزغبيات بالجديدة 33/6,,مسجد الزغبيات بالجديدة 33/6,39,3913,Hassi Khalifa,33.552341,6.969139,exact,wikidata,wikidata,"{""wikidata"":""Q137873002""}",
39-0514,مسجد القروي 33/6,,مسجد القروي 33/6,39,3901,El-Oued,33.365123,6.863032,exact,wikidata,wikidata,"{""wikidata"":""Q137873134""}",
39-0515,مسجد في البياضة,,مسجد في البياضة,39,3904,Bayadha,33.322569,6.878275,exact,wikidata,wikidata,"{""wikidata"":""Q137874307""}",
39-0516,مسجد ذو النورين في البياضة,,مسجد ذو النورين في البياضة,39,3904,Bayadha,33.337616,6.890599,exact,wikidata,wikidata,"{""wikidata"":""Q137874308""}",
39-0517,مدرسة قرانية في البياضة,,مدرسة قرانية في البياضة,39,3904,Bayadha,33.337413,6.894192,exact,wikidata,wikidata,"{""wikidata"":""Q137874309""}",
39-0518,مسجد السلام بالعقلة 33/6,,مسجد السلام بالعقلة 33/6,39,3925,El Ogla,33.245784,6.941984,exact,wikidata,wikidata,"{""wikidata"":""Q137875844""}",
39-0519,"مصلى بيت المقدس في الوادي, الجزائر",,"مصلى بيت المقدس في الوادي, الجزائر",39,3901,El-Oued,33.395333,6.883683,exact,wikidata,wikidata,"{""wikidata"":""Q137875857""}",
39-0520,"مسجد حي القطب الجامعي في الوادي, الجزائر",,"مسجد حي القطب الجامعي في الوادي, الجزائر",39,3907,Kouinine,33.404969,6.859,exact,wikidata,wikidata,"{""wikidata"":""Q137875858""}",
39-0521,"قاطو شروق في الوادي, الجزائر",,"قاطو شروق في الوادي, الجزائر",39,3904,Bayadha,33.338113,6.893601,exact,wikidata,wikidata,"{""wikidata"":""Q137875859""}",
39-0522,"مسجد الحادة في الوادي, الجزائر",,"مسجد الحادة في الوادي, الجزائر",39,3904,Bayadha,33.342936,6.878354,exact,wikidata,wikidata,"{""wikidata"":""Q137875860""}",
39-0523,"مسجد المركز الاسلامي بالوادي في الوادي, الجزائر",Mosquée du Centre Islamique,"مسجد المركز الاسلامي بالوادي في الوادي, الجزائر",39,3904,Bayadha,33.340257,6.864758,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137875861"",""osm"":""way/902690276""}",sunni
39-0524,"مسجد بدر في الوادي, الجزائر",,"مسجد بدر في الوادي, الجزائر",39,3904,Bayadha,33.344373,6.88765,exact,wikidata,wikidata,"{""wikidata"":""Q137875862""}",
39-0525,"الزاوية القادرية بالوادي في الوادي, الجزائر",,"الزاوية القادرية بالوادي في الوادي, الجزائر",39,3901,El-Oued,33.362923,6.866143,exact,wikidata,wikidata,"{""wikidata"":""Q137875864""}",
39-0526,"مسجد المالحة في الوادي, الجزائر",,"مسجد المالحة في الوادي, الجزائر",39,3901,El-Oued,33.352471,6.877205,exact,wikidata,wikidata,"{""wikidata"":""Q137875866""}",
39-0527,"مسجد سيدي سالم العزوزي الرحماني في الوادي, الجزائر",,"مسجد سيدي سالم العزوزي الرحماني في الوادي, الجزائر",39,3901,El-Oued,33.364779,6.864915,exact,wikidata,wikidata,"{""wikidata"":""Q137875868""}",
39-0528,"مسجد الرضوان في الوادي, الجزائر",,"مسجد الرضوان في الوادي, الجزائر",39,3901,El-Oued,33.395136,6.886905,exact,wikidata,wikidata,"{""wikidata"":""Q137875869""}",
39-0529,"مسجد قيد التجسيد في الوادي, الجزائر",,"مسجد قيد التجسيد في الوادي, الجزائر",39,3901,El-Oued,33.356352,6.876378,exact,wikidata,wikidata,"{""wikidata"":""Q137875870""}",
39-0530,"مدرسة خيركم الشيخ التارزي قروي في الوادي, الجزائر",,"مدرسة خيركم الشيخ التارزي قروي في الوادي, الجزائر",39,3901,El-Oued,33.366242,6.86231,exact,wikidata,wikidata,"{""wikidata"":""Q137875871""}",
39-0531,"مصلى حي القبة في الوادي, الجزائر",,"مصلى حي القبة في الوادي, الجزائر",39,3901,El-Oued,33.388334,6.887942,exact,wikidata,wikidata,"{""wikidata"":""Q137875872""}",
39-0532,"مسجد بوحميد في الوادي, الجزائر",,"مسجد بوحميد في الوادي, الجزائر",39,3901,El-Oued,33.365906,6.892361,exact,wikidata,wikidata,"{""wikidata"":""Q137875875""}",
39-0533,"طالب جمال في الوادي, الجزائر",,"طالب جمال في الوادي, الجزائر",39,3901,El-Oued,33.358357,6.856223,exact,wikidata,wikidata,"{""wikidata"":""Q137875878""}",
39-0534,"مسجد آل عمران في الوادي, الجزائر",,"مسجد آل عمران في الوادي, الجزائر",39,3901,El-Oued,33.37134,6.847968,exact,wikidata,wikidata,"{""wikidata"":""Q137875881""}",
39-0535,"جمعية الاحسان الخيرية في الوادي, الجزائر",,"جمعية الاحسان الخيرية في الوادي, الجزائر",39,3901,El-Oued,33.360086,6.861781,exact,wikidata,wikidata,"{""wikidata"":""Q137875886""}",
39-0536,"مسجد العدل في الوادي, الجزائر",,"مسجد العدل في الوادي, الجزائر",39,3904,Bayadha,33.328225,6.858825,exact,wikidata,wikidata,"{""wikidata"":""Q137875887""}",
39-0537,"مسجد خلفاء الراشدين في الوادي, الجزائر",,"مسجد خلفاء الراشدين في الوادي, الجزائر",39,3901,El-Oued,33.381507,6.843158,exact,wikidata,wikidata,"{""wikidata"":""Q137875892""}",
39-0538,"مسجد سيدنا إبراهيم الخليل عليه السلام الخبنة في الوادي, الجزائر",,"مسجد سيدنا إبراهيم الخليل عليه السلام الخبنة في الوادي, الجزائر",39,3905,Nakhla,33.296915,6.92644,exact,wikidata,wikidata,"{""wikidata"":""Q137875895""}",
39-0539,"مصلى الاساتذة في الوادي, الجزائر",,"مصلى الاساتذة في الوادي, الجزائر",39,3907,Kouinine,33.400511,6.851778,exact,wikidata,wikidata,"{""wikidata"":""Q137875896""}",
39-0540,مسجد الدميثة العتيق في قمار,,مسجد الدميثة العتيق في قمار,39,3906,Guemar,33.540771,6.769147,exact,wikidata,wikidata,"{""wikidata"":""Q137876011""}",
39-0541,مدرسة الصحوة القرآنية في قمار,,مدرسة الصحوة القرآنية في قمار,39,3906,Guemar,33.492753,6.801382,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137876012"",""osm"":""node/2417967759""}",sunni
39-0542,ڨرجات كسبة حسين في قمار,,ڨرجات كسبة حسين في قمار,39,3906,Guemar,33.553492,6.78744,exact,wikidata,wikidata,"{""wikidata"":""Q137876014""}",
39-0543,مسجد العيايطة في قمار,,مسجد العيايطة في قمار,39,3916,Sidi Aoun,33.538889,6.854152,exact,wikidata,wikidata,"{""wikidata"":""Q137876015""}",
39-0544,مسجد في قمار,,مسجد في قمار,39,3908,Reguiba,33.558651,6.763203,exact,wikidata,wikidata,"{""wikidata"":""Q137876016""}",
39-0545,مسجد النعاعسة في قمار,,مسجد النعاعسة في قمار,39,3916,Sidi Aoun,33.543754,6.847248,exact,wikidata,wikidata,"{""wikidata"":""Q137876018""}",
39-0546,مسجد أميه صالح العتيق في قمار,,مسجد أميه صالح العتيق في قمار,39,3906,Guemar,33.488299,6.796674,exact,wikidata,wikidata,"{""wikidata"":""Q137876019""}",
39-0547,مسجد عمر بن عبد العزيز في قمار,,مسجد عمر بن عبد العزيز في قمار,39,3908,Reguiba,33.569161,6.766107,exact,wikidata,wikidata,"{""wikidata"":""Q137876020""}",
39-0548,إميه عطية في قمار,,إميه عطية في قمار,39,3908,Reguiba,33.577446,6.766462,exact,wikidata,wikidata,"{""wikidata"":""Q137876023""}",
39-0549,مسجد لمشتي في قمار,,مسجد لمشتي في قمار,39,3908,Reguiba,33.585408,6.769659,exact,wikidata,wikidata,"{""wikidata"":""Q137876026""}",
39-0550,مسجد الأنصار في قمار,,مسجد الأنصار في قمار,39,3906,Guemar,33.50586,6.794965,exact,wikidata,wikidata,"{""wikidata"":""Q137876032""}",
39-0551,جامع الضياء في قمار,,جامع الضياء في قمار,39,3906,Guemar,33.546249,6.79081,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137876033"",""osm"":""node/5844791799""}",sunni
39-0552,مسجد أبو بكر الصديق رضي الله عنه في قمار,,مسجد أبو بكر الصديق رضي الله عنه في قمار,39,3906,Guemar,33.544108,6.787307,exact,wikidata,wikidata,"{""wikidata"":""Q137876036""}",
39-0553,مسجد مصباح لخويمس في قمار,,مسجد مصباح لخويمس في قمار,39,3916,Sidi Aoun,33.54429,6.855119,exact,wikidata,wikidata,"{""wikidata"":""Q137876037""}",
39-0554,مسجد عمر بن الخطاب 34/6,,مسجد عمر بن الخطاب 34/6,39,3909,Hamraia,34.112738,6.229879,exact,wikidata,wikidata,"{""wikidata"":""Q137876176""}",
39-0555,مسجد الشريف الاثري في الدبيلة,,مسجد الشريف الاثري في الدبيلة,39,3911,Debila,33.538317,6.942112,exact,wikidata,wikidata,"{""wikidata"":""Q137876232""}",
39-0556,مسجد عمر أبن الخطاب رضي الله عنه في الدبيلة,,مسجد عمر أبن الخطاب رضي الله عنه في الدبيلة,39,3911,Debila,33.516419,6.934178,exact,wikidata,wikidata,"{""wikidata"":""Q137876233""}",
39-0557,المدرسة القرانية جمعية العلماء المسلمين في الدبيلة,,المدرسة القرانية جمعية العلماء المسلمين في الدبيلة,39,3913,Hassi Khalifa,33.568819,6.960798,exact,wikidata,wikidata,"{""wikidata"":""Q137876234""}",
39-0558,ارض مخصص لبناء مسجد في الدبيلة,,ارض مخصص لبناء مسجد في الدبيلة,39,3918,Magrane,33.50582,6.937898,exact,wikidata,wikidata,"{""wikidata"":""Q137876235""}",
39-0559,المسجد الشرقي في بلدية حساني عبد الكريم,,المسجد الشرقي في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.473763,6.911704,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137876598"",""osm"":""node/4680538633""}",sunni
39-0560,مسجد الزاوية في بلدية حساني عبد الكريم,,مسجد الزاوية في بلدية حساني عبد الكريم,39,3912,Hassani Abdelkrim,33.475452,6.91289,exact,wikidata,wikidata,"{""wikidata"":""Q137876599""}",
39-0561,مسجد رياض الصالحين في حاسي خليفة,,مسجد رياض الصالحين في حاسي خليفة,39,3913,Hassi Khalifa,33.593669,7.028781,exact,wikidata,wikidata,"{""wikidata"":""Q137876609""}",
39-0562,مصلى السلام صحن الشقة في حاسي خليفة,,مصلى السلام صحن الشقة في حاسي خليفة,39,3913,Hassi Khalifa,33.678511,7.166602,exact,wikidata,wikidata,"{""wikidata"":""Q137876613""}",
39-0563,مسجد عمر بن عبد العزيز في حاسي خليفة,,مسجد عمر بن عبد العزيز في حاسي خليفة,39,3913,Hassi Khalifa,33.570495,7.01872,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137876618"",""osm"":""way/728296143""}",
39-0564,مسجد الأبرار في حاسي خليفة,,مسجد الأبرار في حاسي خليفة,39,3913,Hassi Khalifa,33.57136,7.011629,exact,wikidata,wikidata,"{""wikidata"":""Q137876619""}",
39-0565,مسجد عمر بن الخطاب في حاسي خليفة,,مسجد عمر بن الخطاب في حاسي خليفة,39,3913,Hassi Khalifa,33.557994,6.98584,exact,wikidata,wikidata,"{""wikidata"":""Q137876621""}",
39-0566,مسجد الرحمة في كوينين,,مسجد الرحمة في كوينين,39,3907,Kouinine,33.410289,6.827889,exact,wikidata,wikidata,"{""wikidata"":""Q137876887""}",
39-0567,مسجد اللويبد في المنقر,,مسجد اللويبد في المنقر,39,3902,Robbah,33.283596,6.31277,exact,wikidata,wikidata,"{""wikidata"":""Q137877110""}",
39-0568,المجمع الديني للمسجد العتيق بالمقرن في المقرن،الوادي,,المجمع الديني للمسجد العتيق بالمقرن في المقرن،الوادي,39,3916,Sidi Aoun,33.564302,6.932511,exact,wikidata,wikidata,"{""wikidata"":""Q137877215""}",
39-0569,مصلى أبي موسى الأشعري في المقرن،الوادي,,مصلى أبي موسى الأشعري في المقرن،الوادي,39,3916,Sidi Aoun,33.574357,6.915534,exact,wikidata,wikidata,"{""wikidata"":""Q137877219""}",
39-0570,مسجد الامام الشافعي في أميه ونسة,,مسجد الامام الشافعي في أميه ونسة,39,3926,Mih Ouansa,33.17666,6.709179,exact,wikidata,wikidata,"{""wikidata"":""Q137877386""}",
39-0571,مسجد حي الظهارة في أميه ونسة,,مسجد حي الظهارة في أميه ونسة,39,3926,Mih Ouansa,33.190593,6.65607,exact,wikidata,wikidata,"{""wikidata"":""Q137877387""}",
39-0572,مسجد العربي تبسي في أميه ونسة,,مسجد العربي تبسي في أميه ونسة,39,3926,Mih Ouansa,33.193807,6.712398,exact,wikidata,wikidata,"{""wikidata"":""Q137877388""}",
39-0573,مسجد علي بن ابي طالب رضي الله عنه في أميه ونسة,,مسجد علي بن ابي طالب رضي الله عنه في أميه ونسة,39,3926,Mih Ouansa,33.195853,6.704076,exact,wikidata,wikidata,"{""wikidata"":""Q137877389""}",
39-0574,مسجد الإمام البخاري في أميه ونسة,,مسجد الإمام البخاري في أميه ونسة,39,3902,Robbah,33.211063,6.513284,exact,wikidata,wikidata,"{""wikidata"":""Q137877390""}",
39-0575,مسجد النصر في أميه ونسة,,مسجد النصر في أميه ونسة,39,3903,Oued El Alenda,33.236789,6.673845,exact,wikidata,wikidata,"{""wikidata"":""Q137877391""}",
39-0576,مسجد حسان بن ثابت رضي الله عنه في أميه ونسة,,مسجد حسان بن ثابت رضي الله عنه في أميه ونسة,39,3926,Mih Ouansa,33.146345,6.660051,exact,wikidata,wikidata,"{""wikidata"":""Q137877392""}",
39-0577,مسجد عبد الحميد ابن باديس في أميه ونسة,,مسجد عبد الحميد ابن باديس في أميه ونسة,39,3903,Oued El Alenda,33.20541,6.717912,exact,wikidata,wikidata,"{""wikidata"":""Q137877393""}",
39-0578,مسجد حي التوام الجنوبي في أميه ونسة,,مسجد حي التوام الجنوبي في أميه ونسة,39,3926,Mih Ouansa,33.143431,6.698427,exact,wikidata,wikidata,"{""wikidata"":""Q137877395""}",
39-0579,مسجد حي لعبيدي الهاشمي في الطريفاوي,,مسجد حي لعبيدي الهاشمي في الطريفاوي,39,3917,Trifaoui,33.412915,6.936027,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137877894"",""osm"":""way/1097932339""}",
39-0580,مسجد في الطريفاوي,,مسجد في الطريفاوي,39,3917,Trifaoui,33.402852,6.955512,exact,wikidata,wikidata,"{""wikidata"":""Q137877895""}",
