name,name_fr,name_ar,layer,lat,lng,wilaya_code,wilaya_name_fr,wilaya_name_ar,nid_fr,nid_ar,has_virtual_tour,source
Grande Mosquée,Grande Mosquée,الجامع الكبير,protected-cultural-property,34.883848,-1.310468,13,Tlemcen,تلمسان,56,,false,patrimoineculturelalgerien.org
Casbah d'Alger,Casbah d'Alger,قصبة الجزائر,protected-cultural-property,36.784496,3.058872,16,Alger,الجزائر,60,,false,patrimoineculturelalgerien.org
Remparts de Beni Isguen,Remparts de Beni Isguen,أسوار بني يزقن,protected-cultural-property,32.472967,3.695545,47,Ghardaïa,غرداية,73,,false,patrimoineculturelalgerien.org
Théâtre d'El Eulma,Théâtre d'El Eulma,مسرح العلمة,theatre,36.149159,5.69256,19,Sétif,سطيف,75,,false,patrimoineculturelalgerien.org
Théâtre Régional Souk-Ahras,Théâtre Régional Souk-Ahras,المسرح الجهوي سوق أهراس,theatre,36.282686,7.959544,41,Souk Ahras,سوق أهراس,76,,false,patrimoineculturelalgerien.org
Théâtre régional d’Oum El Bouaghi,Théâtre régional d’Oum El Bouaghi,المسرح الجهوي أم البواقي,theatre,35.798118,7.392111,04,Oum El Bouaghi,أم البواقي,77,,false,patrimoineculturelalgerien.org
Bibliothèque de Béchar,Bibliothèque de Béchar,مكتبة بشار,library,31.611798,-2.218463,08,Bechar,بشار,83,,false,patrimoineculturelalgerien.org
"Bibliothèque Malek Bennabi, Aïn Témouchent","Bibliothèque Malek Bennabi, Aïn Témouchent",مكتبة مالك بن نبي، عين تموشنت,library,35.30725,-1.142451,46,Aïn Témouchent,عين تموشنت,85,,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Tizi-Ouzou,Bibliothèque principale de lecture publique de Tizi-Ouzou,المكتبة الرئيسية للمطالعة العمومية لتيزي وزو,library,36.705371,4.035112,15,Tizi Ouzou,تيزي وزو,86,,false,patrimoineculturelalgerien.org
"Bibliothèque principale de la Lecture Publique, Relizane","Bibliothèque principale de la Lecture Publique, Relizane",المكتبة الرئيسية للمطالعة العمومية، غليزان,library,35.742707,0.543604,48,Relizane,غليزان,88,,false,patrimoineculturelalgerien.org
"Bibliotheque Centrale, Tiaret","Bibliotheque Centrale, Tiaret",المكتبة المركزية، تيارت,library,35.382709,1.351061,14,Tiaret,تيارت,89,,false,patrimoineculturelalgerien.org
Opéra d'Alger,Opéra d'Alger,دار الأوبرا بالجزائر,theatre,36.737296,2.930136,16,Alger,الجزائر,94,,false,patrimoineculturelalgerien.org
Musée National Public de Khenchela,Musée National Public de Khenchela,المتحف الوطني العمومي خنشلة,museum,35.430995,7.146707,40,Khenchela,خنشلة,97,,true,patrimoineculturelalgerien.org
Gravures rupestres de Tyout,Gravures rupestres de Tyout,النقوش الصخرية بتيوت,protected-cultural-property,32.78383,-0.39919,45,Naâma,النعامة,108,,false,patrimoineculturelalgerien.org
Ruines de Gemellae,Ruines de Gemellae,أطلال جيميلاي (Gemellae),protected-cultural-property,34.6364,5.52323,07,Biskra,بسكرة,111,,false,patrimoineculturelalgerien.org
Musée Lapidaire d'El Kantara,Musée Lapidaire d'El Kantara,المتحف الحجري بالقنطرة,museum,35.221548,5.701132,07,Biskra,بسكرة,112,,false,patrimoineculturelalgerien.org
Musée Régional de La Sixième Wilaya Historique Colonel Mohamed Chaâbani,Musée Régional de La Sixième Wilaya Historique Colonel Mohamed Chaâbani,المتحف الجهوي للولاية التاريخية السادسة العقيد محمد شعباني,museum,34.847658,5.708275,07,Biskra,بسكرة,114,,false,patrimoineculturelalgerien.org
Musée de Béni-Abbés,Musée de Béni-Abbés,متحف بني عباس,museum,30.129233,-2.17669,08,Bechar,بشار,116,,false,patrimoineculturelalgerien.org
Musée de Kenadsa,Musée de Kenadsa,متحف القنادسة,museum,31.554033,-2.42635,08,Bechar,بشار,117,,false,patrimoineculturelalgerien.org
Musée d'anthropologie et d'art traditionnel,Musée d'anthropologie et d'art traditionnel,متحف الأنثروبولوجيا والفن التقليدي,museum,34.675306,3.254471,17,Djelfa,الجلفة,118,,false,patrimoineculturelalgerien.org
Musee de l'artisanat,Musee de l'artisanat,متحف الصناعات التقليدية,museum,36.069721,4.763272,34,Bordj Bou Arreridj,برج بوعريريج,119,,false,patrimoineculturelalgerien.org
Ruines d'Hippone (Hippo Regius),Ruines d'Hippone (Hippo Regius),أطلال هيبون (Hippo Regius),protected-cultural-property,36.883233,7.751882,23,Annaba,عنابة,124,,false,patrimoineculturelalgerien.org
Rabta,Rabta,الرابطة,protected-cultural-property,36.825896,5.74986,18,Jijel,جيجل,160,,false,patrimoineculturelalgerien.org
Choba Municipium,Choba Municipium,موقع شوبا الأثري (Choba Municipium),protected-cultural-property,36.661916,5.452569,18,Jijel,جيجل,161,,false,patrimoineculturelalgerien.org
Musée Public Maritime National,Musée Public Maritime National,المتحف العمومي الوطني البحري,museum,36.786647,3.066177,16,Alger,الجزائر,194,,false,patrimoineculturelalgerien.org
Musée Public National de Cherchell,Musée Public National de Cherchell,المتحف العمومي الوطني شرشال,museum,36.608333,2.191161,42,Tipaza,تيبازة,196,,false,patrimoineculturelalgerien.org
Site de Tigzirt,Site de Tigzirt,موقع تيقزيرت الأثري,protected-cultural-property,36.895037,4.123141,15,Tizi Ouzou,تيزي وزو,200,,true,patrimoineculturelalgerien.org
Villa Abd-el-Tif,Villa Abd-el-Tif,فيلا عبد اللطيف,protected-cultural-property,36.744863,3.07293,16,Alger,الجزائر,201,,true,patrimoineculturelalgerien.org
Gravures rupestres de Tin Taghirt (Djanet),Gravures rupestres de Tin Taghirt (Djanet),النقوش الصخرية بتين تاغيرت (جانت),protected-cultural-property,25.148729,8.505955,33,Illizi,إليزي,202,,true,patrimoineculturelalgerien.org
La Zaouïa du Saint patron EL Mokhtar Bellameche,La Zaouïa du Saint patron EL Mokhtar Bellameche,زاوية الولي الصالح المختار بلعمش,protected-cultural-property,27.672083,-8.152389,37,Tindouf,تندوف,284,,false,patrimoineculturelalgerien.org
BAB EL BOUNOUD – BAB EL FOUKA (PORTE DES ETANDARDS),BAB EL BOUNOUD – BAB EL FOUKA (PORTE DES ETANDARDS),باب البنود – باب الفوقة (باب الأعلام),protected-cultural-property,36.754839,5.081286,06,Béjaïa,بجاية,333,,false,patrimoineculturelalgerien.org
BAB EL BAHR (PORTE SARRAZINE),BAB EL BAHR (PORTE SARRAZINE),باب البحر (الباب السراسني),protected-cultural-property,36.753264,5.087472,06,Béjaïa,بجاية,334,,false,patrimoineculturelalgerien.org
BORDJ MOUSSA,BORDJ MOUSSA,برج موسى,protected-cultural-property,36.754769,5.084694,06,Béjaïa,بجاية,338,,false,patrimoineculturelalgerien.org
TIGAVA MUNICIPUM,TIGAVA MUNICIPUM,موقع تيقافا الأثري (Tigava Municipium),protected-cultural-property,36.272784,1.665366,44,Aïn Defla,عين الدفلى,419,,false,patrimoineculturelalgerien.org
CANALISATION ROMAINE D’OUED ROUINA,CANALISATION ROMAINE D’OUED ROUINA,القنوات الرومانية بوادي الروينة,protected-cultural-property,36.219954,1.818697,44,Aïn Defla,عين الدفلى,422,,false,patrimoineculturelalgerien.org
CASBAH (CITADELLE DE BEJAIA),CASBAH (CITADELLE DE BEJAIA),القصبة (قلعة بجاية),protected-cultural-property,36.751519,5.083797,06,Béjaïa,بجاية,433,,false,patrimoineculturelalgerien.org
FORT GOURAYA,FORT GOURAYA,حصن قوراية,protected-cultural-property,36.770347,5.081633,06,Béjaïa,بجاية,438,,false,patrimoineculturelalgerien.org
TIKLAT ANTIQUE TUBUSUPTU,TIKLAT ANTIQUE TUBUSUPTU,موقع تيكلات الأثري (Tubusuptu),protected-cultural-property,36.655831,4.838486,06,Béjaïa,بجاية,477,,false,patrimoineculturelalgerien.org
PONT AQUEDUC DE TIHNAINE,PONT AQUEDUC DE TIHNAINE,جسر قناة تحناين المائية,protected-cultural-property,36.747056,4.881528,06,Béjaïa,بجاية,481,,false,patrimoineculturelalgerien.org
MAISON DU CONGRES DE LA SOUMMAM,MAISON DU CONGRES DE LA SOUMMAM,بيت مؤتمر الصومام,protected-cultural-property,36.550767,4.551578,06,Béjaïa,بجاية,483,,false,patrimoineculturelalgerien.org
LASSOUAR (CAMP DE TIMZEZDEKT),LASSOUAR (CAMP DE TIMZEZDEKT),لسوار (معسكر تيمزدكت),protected-cultural-property,36.669958,4.869697,06,Béjaïa,بجاية,486,,false,patrimoineculturelalgerien.org
CIPPE ROMAIN,CIPPE ROMAIN,النصب الروماني (Cippe),protected-cultural-property,36.753733,5.086306,06,Béjaïa,بجاية,491,,false,patrimoineculturelalgerien.org
CITERNE EL AROUIA,CITERNE EL AROUIA,صهريج العروية,protected-cultural-property,36.661619,4.832592,06,Béjaïa,بجاية,493,,false,patrimoineculturelalgerien.org
MIHRAB DE LA MOSQUEE IBN TOUMERT,MIHRAB DE LA MOSQUEE IBN TOUMERT,محراب مسجد ابن تومرت,protected-cultural-property,36.713572,5.020367,06,Béjaïa,بجاية,499,,false,patrimoineculturelalgerien.org
Gadiaufala/Ksar Sbahi,Gadiaufala/Ksar Sbahi,قاديوفالا / قصر صباحي,protected-cultural-property,36.087861,7.261917,04,Oum El Bouaghi,أم البواقي,501,,false,patrimoineculturelalgerien.org
GROTTE DE GUELDAMAN,GROTTE DE GUELDAMAN,كهف قلدمان,protected-cultural-property,36.445839,4.569181,06,Béjaïa,بجاية,502,,false,patrimoineculturelalgerien.org
ABRIS SOUS ROCHE D'AFALOU BOU R'MEL,ABRIS SOUS ROCHE D'AFALOU BOU R'MEL,الملجأ الصخري أفالو بورمل,protected-cultural-property,36.645061,5.371214,06,Béjaïa,بجاية,504,,false,patrimoineculturelalgerien.org
KOUBBA  DE SIDI TOUATI,KOUBBA  DE SIDI TOUATI,قبة سيدي التواتي,protected-cultural-property,36.760239,5.083289,06,Béjaïa,بجاية,508,,false,patrimoineculturelalgerien.org
Allées couvertes d’Ait R’houna,Allées couvertes d’Ait R’houna,الممرات المغطاة بآيت رحونة,protected-cultural-property,36.901842,4.294372,15,Tizi Ouzou,تيزي وزو,520,,false,patrimoineculturelalgerien.org
Abri sous roche  Ifri  N’Dlal,Abri sous roche  Ifri  N’Dlal,الملجأ الصخري إفري ندلال,protected-cultural-property,36.676981,4.424142,15,Tizi Ouzou,تيزي وزو,521,,false,patrimoineculturelalgerien.org
Mausolée de Taksebt,Mausolée de Taksebt,ضريح تاقصبت,protected-cultural-property,36.897547,4.156072,15,Tizi Ouzou,تيزي وزو,523,,false,patrimoineculturelalgerien.org
Habs El Ksours,Habs El Ksours,حبس القصور,protected-cultural-property,36.894414,4.444064,15,Tizi Ouzou,تيزي وزو,524,,false,patrimoineculturelalgerien.org
Bordj turc de Tizi-Ouzou,Bordj turc de Tizi-Ouzou,البرج التركي بتيزي وزو,protected-cultural-property,36.708964,4.047683,15,Tizi Ouzou,تيزي وزو,525,,false,patrimoineculturelalgerien.org
Résidence des Ait Kaci,Résidence des Ait Kaci,مقر آيت قاسي,protected-cultural-property,36.71785,4.0516,15,Tizi Ouzou,تيزي وزو,526,,false,patrimoineculturelalgerien.org
Centrale hydraulique de Boghni,Centrale hydraulique de Boghni,المحطة الكهرومائية ببوغني,protected-cultural-property,36.483944,3.964206,15,Tizi Ouzou,تيزي وزو,527,,false,patrimoineculturelalgerien.org
Takhelouith Lalla Fatma N’Soumeur,Takhelouith Lalla Fatma N’Soumeur,تخلويث لالة فاطمة نسومر,protected-cultural-property,36.512456,4.363547,15,Tizi Ouzou,تيزي وزو,528,,false,patrimoineculturelalgerien.org
Village traditionnel Ait El Kaid,Village traditionnel Ait El Kaid,القرية التقليدية آيت القايد,protected-cultural-property,36.514139,4.100506,15,Tizi Ouzou,تيزي وزو,529,,false,patrimoineculturelalgerien.org
Zaouïa Sidi Ali Moussa,Zaouïa Sidi Ali Moussa,زاوية سيدي علي موسى,protected-cultural-property,36.592194,3.999344,15,Tizi Ouzou,تيزي وزو,530,,false,patrimoineculturelalgerien.org
Zaouïa Sidi M’Hamed Ben Abderrahmane,Zaouïa Sidi M’Hamed Ben Abderrahmane,زاوية سيدي امحمد بن عبد الرحمن,protected-cultural-property,36.493203,3.941647,15,Tizi Ouzou,تيزي وزو,531,,false,patrimoineculturelalgerien.org
Zaouïa Sidi Mansour,Zaouïa Sidi Mansour,زاوية سيدي منصور,protected-cultural-property,36.803997,4.266333,15,Tizi Ouzou,تيزي وزو,532,,false,patrimoineculturelalgerien.org
Maison où a eu le tirage  la Proclamation du 1er novembre 1954,Maison où a eu le tirage  la Proclamation du 1er novembre 1954,البيت الذي طُبع فيه بيان أول نوفمبر 1954,protected-cultural-property,36.553453,4.043483,15,Tizi Ouzou,تيزي وزو,533,,false,patrimoineculturelalgerien.org
Maison ou a été dactylographiée la proclamation du 1er novembre,Maison ou a été dactylographiée la proclamation du 1er novembre,البيت الذي رُقن فيه بيان أول نوفمبر,protected-cultural-property,36.55325,4.044328,15,Tizi Ouzou,تيزي وزو,534,,false,patrimoineculturelalgerien.org
Mausolée Cédais (KSAR DJAZIA),Mausolée Cédais (KSAR DJAZIA),ضريح سيدايس (قصر جازية),protected-cultural-property,35.322236,7.234943,40,Khenchela,خنشلة,551,,false,patrimoineculturelalgerien.org
Bibliothéque principale de la lecture publique de la wiulaya de Bejaia,Bibliothéque principale de la lecture publique de la wiulaya de Bejaia,المكتبة الرئيسية للمطالعة العمومية لولاية بجاية,library,36.74994,5.053967,06,Béjaïa,بجاية,578,,false,patrimoineculturelalgerien.org
Hôtel Oasis rouge,Hôtel Oasis rouge,فندق الواحة الحمراء,protected-cultural-property,29.262382,0.230436,01,Adrar,أدرار,593,,false,patrimoineculturelalgerien.org
Théâtre en plein air,Théâtre en plein air,مسرح في الهواء الطلق,protected-cultural-property,36.806228,5.780171,18,Jijel,جيجل,651,,false,patrimoineculturelalgerien.org
Musée KOTAMA inauguré par ibn badis,Musée KOTAMA inauguré par ibn badis,متحف كتامة (دشّنه ابن باديس),museum,36.821111,5.764417,18,Jijel,جيجل,653,,false,patrimoineculturelalgerien.org
Site archéologique Rabta,Site archéologique Rabta,موقع الرابطة الأثري,protected-cultural-property,36.825278,5.753667,18,Jijel,جيجل,656,,false,patrimoineculturelalgerien.org
Chobae Municipium,Chobae Municipium,موقع شوبا الأثري (Choba Municipium),protected-cultural-property,36.661639,5.452611,18,Jijel,جيجل,658,,false,patrimoineculturelalgerien.org
Nécropole mégalithique de Sigus,Nécropole mégalithique de Sigus,المقبرة الميغاليتية بسيقوس,protected-cultural-property,36.117694,6.797889,04,Oum El Bouaghi,أم البواقي,712,,false,patrimoineculturelalgerien.org
Casbah de Melouka,Casbah de Melouka,قصبة ملوكة,protected-cultural-property,27.875619,-0.34209,01,Adrar,أدرار,782,,false,patrimoineculturelalgerien.org
Mosquée Abderrahman Ibn Sakhre,Mosquée Abderrahman Ibn Sakhre,مسجد عبد الرحمن بن صخر,protected-cultural-property,27.669744,-8.148198,37,Tindouf,تندوف,845,,false,patrimoineculturelalgerien.org
Site de Gadiaufala,Site de Gadiaufala,موقع قاديوفالا,protected-cultural-property,36.05163,7.15429,04,Oum El Bouaghi,أم البواقي,902,,false,patrimoineculturelalgerien.org
BATTERIE HALQ EL OUED (Toppana Halq El Oued),BATTERIE HALQ EL OUED (Toppana Halq El Oued),بطارية حلق الواد (طوبانة حلق الواد),protected-cultural-property,36.736888,3.130406,16,Alger,الجزائر,916,,false,patrimoineculturelalgerien.org
Fort  Barberousse,Fort  Barberousse,حصن بربروس,protected-cultural-property,36.815423,3.011612,16,Alger,الجزائر,923,,false,patrimoineculturelalgerien.org
MLAKOU ANTIQUE PETRA,MLAKOU ANTIQUE PETRA,موقع ملاكو الأثري,protected-cultural-property,36,4,06,Béjaïa,بجاية,1243,,false,patrimoineculturelalgerien.org
QALAA D'ATH ABBAS,QALAA D'ATH ABBAS,قلعة آث عباس,protected-cultural-property,36,4,06,Béjaïa,بجاية,1259,,false,patrimoineculturelalgerien.org
Mosquée Sidi Ghanem,Mosquée Sidi Ghanem,مسجد سيدي غانم,protected-cultural-property,36,6,43,Mila,ميلة,1362,,false,patrimoineculturelalgerien.org
مواقع اثرية,مواقع اثرية,مواقع أثرية,protected-cultural-property,34.891254,-1.300056,13,Tlemcen,تلمسان,1471,,false,patrimoineculturelalgerien.org
Mosquée wled imame,Mosquée wled imame,مسجد أولاد الإمام,protected-cultural-property,34.883071,0,13,Tlemcen,تلمسان,1483,,false,patrimoineculturelalgerien.org
Babe el khemisse,Babe el khemisse,باب الخميس,protected-cultural-property,34.874139,1.325167,13,Tlemcen,تلمسان,1484,,false,patrimoineculturelalgerien.org
Babe el karmadine,Babe el karmadine,باب القرمادين,protected-cultural-property,34.886611,1.316583,13,Tlemcen,تلمسان,1485,,false,patrimoineculturelalgerien.org
Château d'Al-Machwar,Château d'Al-Machwar,قصر المشور,protected-cultural-property,34.881607,1.308965,13,Tlemcen,تلمسان,1486,,false,patrimoineculturelalgerien.org
Mosquée Bab Zir,Mosquée Bab Zir,مسجد باب زير,protected-cultural-property,34.88673,1.306734,13,Tlemcen,تلمسان,1490,,false,patrimoineculturelalgerien.org
Mosquée Al-Machwar,Mosquée Al-Machwar,مسجد المشور,protected-cultural-property,34.880909,-1.308604,13,Tlemcen,تلمسان,1491,,false,patrimoineculturelalgerien.org
Quartier de Mansourah et les ruines de Mahalla,Quartier de Mansourah et les ruines de Mahalla,حي المنصورة وأطلال المحلة,protected-cultural-property,34.868907,-1.336275,13,Tlemcen,تلمسان,1492,,false,patrimoineculturelalgerien.org
Sanctuaires de eubad inférieures,Sanctuaires de eubad inférieures,أضرحة العباد السفلى,protected-cultural-property,34.876469,-1.290261,13,Tlemcen,تلمسان,1493,,false,patrimoineculturelalgerien.org
Sanctuaire de la princesse,Sanctuaire de la princesse,ضريح الأميرة,protected-cultural-property,34.876484,-1.290383,13,Tlemcen,تلمسان,1494,,false,patrimoineculturelalgerien.org
La tombe de Sidi Senousi:,La tombe de Sidi Senousi:,ضريح سيدي السنوسي,protected-cultural-property,34.880306,-1.299583,13,Tlemcen,تلمسان,1496,,false,patrimoineculturelalgerien.org
Le site historique de Hanin,Le site historique de Hanin,الموقع التاريخي هنين,protected-cultural-property,35.178193,-1.649991,13,Tlemcen,تلمسان,1498,,false,patrimoineculturelalgerien.org
Nedroma,Nedroma,ندرومة,protected-cultural-property,35.030377,-1.767518,13,Tlemcen,تلمسان,1499,,false,patrimoineculturelalgerien.org
Région de Bani Senous,Région de Bani Senous,منطقة بني سنوس,protected-cultural-property,34.685965,-1.533256,13,Tlemcen,تلمسان,1500,,false,patrimoineculturelalgerien.org
Centre Algérien du Patrimoine Culturel Bâti en Terre,Centre Algérien du Patrimoine Culturel Bâti en Terre,المركز الجزائري للتراث الثقافي المبني بالطين,protected-cultural-property,29.262323,0.230418,01,Adrar,أدرار,1508,,false,patrimoineculturelalgerien.org
lac de karar,lac de karar,بحيرة كرار,protected-cultural-property,35.052409,-1.429467,13,Tlemcen,تلمسان,1524,,false,patrimoineculturelalgerien.org
Cascades d'Al-Watir,Cascades d'Al-Watir,شلالات الوطير,protected-cultural-property,34.862732,-1.267226,13,Tlemcen,تلمسان,1526,,false,patrimoineculturelalgerien.org
Mosquée de Sidi Abi Al-Hassan Altansi,Mosquée de Sidi Abi Al-Hassan Altansi,مسجد سيدي أبي الحسن التنسي,protected-cultural-property,34.883391,-1.311202,13,Tlemcen,تلمسان,1527,,false,patrimoineculturelalgerien.org
La mosquée et le tombeau de Sidi Ibrahim Al-Masmoudi,La mosquée et le tombeau de Sidi Ibrahim Al-Masmoudi,مسجد وضريح سيدي إبراهيم المصمودي,protected-cultural-property,34.884529,-1.309872,13,Tlemcen,تلمسان,1529,,false,patrimoineculturelalgerien.org
Bibliothèque Malek BenNabi,Bibliothèque Malek BenNabi,مكتبة مالك بن نبي,library,36.813386,2.970545,16,Alger,الجزائر,1549,,false,patrimoineculturelalgerien.org
Direction de la culture Laghouat,Direction de la culture Laghouat,مديرية الثقافة لولاية الأغواط,cultural-directorate,33.808965,2.853571,03,Laghouat,الأغواط,792,371,false,patrimoineculturelalgerien.org
Direction de la culture Oum el bouaghi,Direction de la culture Oum el bouaghi,مديرية الثقافة لولاية أم البواقي,cultural-directorate,35.872919,7.090653,04,Oum El Bouaghi,أم البواقي,588,589,false,patrimoineculturelalgerien.org
"STATION AIN MLILA, CNRPAH","STATION AIN MLILA, CNRPAH",محطة عين مليلة - المركز الوطني للبحوث في عصور ما قبل التاريخ وعلم الإنسان والتاريخ,cultural-center,36.041472,6.562639,04,Oum El Bouaghi,أم البواقي,773,,false,patrimoineculturelalgerien.org
Direction de la culture de Batna,Direction de la culture de Batna,مديرية الثقافة باتنة,cultural-directorate,35.554543,6.159407,05,Batna,باتنة,793,444,false,patrimoineculturelalgerien.org
Salle de cimema 08 mai 1945,Salle de cimema 08 mai 1945,قاعة سينما 8 ماي 1945,cinema,36.460437,5.274001,06,Béjaïa,بجاية,636,,false,patrimoineculturelalgerien.org
Direction de la culture de la wilaya de Bejaia,Direction de la culture de la wilaya de Bejaia,مديرية الثقافة لولاية بجاية,cultural-directorate,36.741141,5.054028,06,Béjaïa,بجاية,637,740,false,patrimoineculturelalgerien.org
Direction de la culture de Biskra,Direction de la culture de Biskra,مديرية الثقافة بسكرة,cultural-directorate,34.85206,5.73062,07,Biskra,بسكرة,790,736,false,patrimoineculturelalgerien.org
Direction de la culture de Blida,Direction de la culture de Blida,مديرية الثقافة لولاية البليدة,cultural-directorate,36.492605,2.847731,09,Blida,البليدة,795,276,false,patrimoineculturelalgerien.org
Maison de la Culture,Maison de la Culture,"دار الثقافة ""علي زعموم """,cultural-house,36.37407,3.890497,10,Bouira,البويرة,1304,1303,false,patrimoineculturelalgerien.org
Direction de la culture de Tamanrasset,Direction de la culture de Tamanrasset,مديرية الثقافة لولاية تامنغست,cultural-directorate,22.793524,5.538415,11,Tamanrasset,تمنراست,796,487,false,patrimoineculturelalgerien.org
Direction de la culture de Tébessa,Direction de la culture de Tébessa,مديرية الثقافة لولاية تبسة,cultural-directorate,35.399226,8.112022,12,Tébessa,تبسة,797,594,false,patrimoineculturelalgerien.org
Centre des Arts et des Expositions CAREX Tlemcen,Centre des Arts et des Expositions CAREX Tlemcen,مركز الفنون والمعارض كاريكس تلمسان,cultural-palace,34.916114,-1.35183,13,Tlemcen,تلمسان,218,,false,patrimoineculturelalgerien.org
Palais de la Culture Abdelkrim Dali,Palais de la Culture Abdelkrim Dali,قصر الثقافة عبد الكريم دالي,cultural-palace,34.879424,-1.335625,13,Tlemcen,تلمسان,98,359,false,patrimoineculturelalgerien.org
"Centre des études andalouses, Station CNRPAH","Centre des études andalouses, Station CNRPAH",مركز الدراسات الأندلسية، محطة المركز الوطني للبحوث ما قبل التاريخ,cultural-center,34.881044,-1.334187,13,Tlemcen,تلمسان,771,,false,patrimoineculturelalgerien.org
Centre des Etudes et Recherches Andalouses,Centre des Etudes et Recherches Andalouses,مركز الدراسات والبحوث الأندلسية,cultural-palace,34.879854,-1.334232,13,Tlemcen,تلمسان,113,,true,patrimoineculturelalgerien.org
Centre des études khaldouniennes,Centre des études khaldouniennes,مركز الدراسات الخلدونية,cultural-center,35.350991,1.309988,14,Tiaret,تيارت,772,,false,patrimoineculturelalgerien.org
Direction de la culture de Tiaret,Direction de la culture de Tiaret,مديرية الثقافة ولاية تيارت,cultural-directorate,35.351395,1.324281,14,Tiaret,تيارت,798,691,false,patrimoineculturelalgerien.org
Direction de la Culture de la wilaya de Tizi-Ouzou,Direction de la Culture de la wilaya de Tizi-Ouzou,مديرية الثقافة تيزي وزو,cultural-directorate,36.712944,4.053722,15,Tizi Ouzou,تيزي وزو,229,316,false,patrimoineculturelalgerien.org
"Maison de la Culture ""Mouloud MAMMERI"" de Tizi-Ouzou","Maison de la Culture ""Mouloud MAMMERI"" de Tizi-Ouzou","دار الثقافة ""مولود معمري"" تيزي وزو",cultural-house,36.713297,4.053064,15,Tizi Ouzou,تيزي وزو,349,,false,patrimoineculturelalgerien.org
École supérieure des beaux-arts d'Alger,École supérieure des beaux-arts d'Alger,المدرسة العليا للفنون الجميلة بالجزائر,arts-school,36.761822,3.043774,16,Alger,الجزائر,780,,false,patrimoineculturelalgerien.org
Centre National du Cinéma et de l’Audiovisuel (CNCA),Centre National du Cinéma et de l’Audiovisuel (CNCA),المركز الوطني للسينما والسمعي البصري,cultural-center,36.77603,3.054396,16,Alger,الجزائر,813,,false,patrimoineculturelalgerien.org
Centre des Arts et de la Culture « PALAIS DES RAÏS »,Centre des Arts et de la Culture « PALAIS DES RAÏS »,"مركز الفنون والثقافة ""قصر الرياس""",cultural-center,36.7883,3.063994,16,Alger,الجزائر,123,,false,patrimoineculturelalgerien.org
Centre Algérien de la Cinématographie (Cinémathèque),Centre Algérien de la Cinématographie (Cinémathèque),المركز الجزائري للسينما (السينماتيك),cultural-center,36.774603,3.058865,16,Alger,الجزائر,471,,false,patrimoineculturelalgerien.org
SALLE ATLAS,SALLE ATLAS,قاعة الأطلس بباب الوادي,cinema,36.791294,3.059312,16,Alger,الجزائر,1428,1345,false,patrimoineculturelalgerien.org
Centre National de Recherche en Archéologie,Centre National de Recherche en Archéologie,المركز الوطني للبحث في علم الآثار,cultural-center,36.76467,3.04532,16,Alger,الجزائر,812,1298,false,patrimoineculturelalgerien.org
Salle Afrique,Salle Afrique,قاعة إفريقيا,cinema,36.765059,3.053089,16,Alger,الجزائر,1546,,false,patrimoineculturelalgerien.org
Office National des Droits d'Auteurs et Droits Voisins,Office National des Droits d'Auteurs et Droits Voisins,الديوان الوطني لحقوق المؤلف والحقوق المجاورة,cultural-house,36.763056,3.046667,16,Alger,الجزائر,454,,false,patrimoineculturelalgerien.org
Palais de la culture Moufdi Zakaria,Palais de la culture Moufdi Zakaria,قصر الثقافة مفدي زكريا,cultural-palace,36.737999,3.082556,16,Alger,الجزائر,67,548,true,patrimoineculturelalgerien.org
Village des Artistes,Village des Artistes,قرية الفنانين,cultural-center,36.689317,2.827552,16,Alger,الجزائر,1548,,false,patrimoineculturelalgerien.org
Salle Sierra Maestra,Salle Sierra Maestra,قاعة سييرا ماسترا,cinema,36.763679,3.050721,16,Alger,الجزائر,1544,,false,patrimoineculturelalgerien.org
Direction de culture de la Wilaya de Jijel,Direction de culture de la Wilaya de Jijel,مديرية الثقافة لولاية جيجل,cultural-directorate,36.804306,5.78675,18,Jijel,جيجل,650,785,false,patrimoineculturelalgerien.org
L'Ecole Régionale des Beaux-Arts / Annexe Setif,L'Ecole Régionale des Beaux-Arts / Annexe Setif,المدرسة االجهوية للفنون الجميلة ملحقة سطيف,arts-school,36.206308,5.449067,19,Sétif,سطيف,1445,842,false,patrimoineculturelalgerien.org
Direction de la culture et des arts,Direction de la culture et des arts,مديرية الثقافة والفنون,cultural-directorate,36.209366,5.447655,19,Sétif,سطيف,1426,1138,false,patrimoineculturelalgerien.org
Direction de la culture de Saïda,Direction de la culture de Saïda,مديرية الثقافة لولاية سعيدة,cultural-directorate,34.827158,0.156777,20,Saïda,سعيدة,799,676,false,patrimoineculturelalgerien.org
Direction de la culture de Skikda,Direction de la culture de Skikda,مديرية الثقافة لولاية سكيكدة,cultural-directorate,36.862833,6.900583,21,Skikda,سكيكدة,741,688,false,patrimoineculturelalgerien.org
Direction de la culture de la wilaya de M'sila,Direction de la culture de la wilaya de M'sila,مديرية الثقافة لولاية المسيلة,cultural-directorate,35.728621,4.51511,28,M'Sila,المسيلة,802,598,false,patrimoineculturelalgerien.org
salle de cinéma El-Hodna,salle de cinéma El-Hodna,قاعة سينما الحضنة,cinema,35.704231,4.544379,28,M'Sila,المسيلة,1551,1123,false,patrimoineculturelalgerien.org
